event_id,trip_id,vehicle_id,timestamp,request_source,need_service,resolved_service_type,requested_service_type,allowed_service_types,request_valid,reason_code,current_soc_pct,estimated_remaining_range_km,remaining_trip_distance_km,safety_reserve_km,vehicle_model,vehicle_type,battery_capacity_kwh,usable_capacity_kwh,installed_battery_modules,swap_supported,charging_supported,public_swap_compatible,split
DE000014,T0001,V0001,2026-09-01T06:09:25.374317624+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,84.409,258.86,1.616,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000015,T0001,V0001,2026-09-01T06:09:25.374317624+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,84.409,258.86,1.616,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000016,T0001,V0001,2026-09-01T06:10:07.527992368+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,84.265,258.41,1.173,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000017,T0001,V0001,2026-09-01T06:10:07.527992368+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,84.265,258.41,1.173,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000018,T0001,V0001,2026-09-01T06:10:07.527992368+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,84.265,258.41,1.173,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000019,T0001,V0001,2026-09-01T06:10:46.140895714+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,84.126,257.99,0.746,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000020,T0001,V0001,2026-09-01T06:10:46.140895714+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,84.126,257.99,0.746,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000021,T0001,V0001,2026-09-01T06:10:46.140895714+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,84.126,257.99,0.746,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000022,T0001,V0001,2026-09-01T06:11:39.196494623+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,83.972,257.52,0.276,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000023,T0001,V0001,2026-09-01T06:11:39.196494623+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,83.972,257.52,0.276,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000024,T0001,V0001,2026-09-01T06:11:39.196494623+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,83.972,257.52,0.276,1.0,VF_3,EV_CAR,18.64,17.15,,False,True,False,train
DE000025,T0002,V0002,2026-09-01T06:12:59.973648+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,83.55,256.22,4.302,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000026,T0002,V0002,2026-09-01T06:12:59.973648+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,83.55,256.22,4.302,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000027,T0002,V0002,2026-09-01T06:12:59.973648+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,83.55,256.22,4.302,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000028,T0002,V0002,2026-09-01T06:14:29.475520+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,83.36,255.64,3.72,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000029,T0002,V0002,2026-09-01T06:14:29.475520+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,83.36,255.64,3.72,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000030,T0002,V0002,2026-09-01T06:14:29.475520+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,83.36,255.64,3.72,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000031,T0002,V0002,2026-09-01T06:15:50.271304+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,83.177,255.08,3.159,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000032,T0002,V0002,2026-09-01T06:15:50.271304+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,83.177,255.08,3.159,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000033,T0002,V0002,2026-09-01T06:15:50.271304+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,83.177,255.08,3.159,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000034,T0002,V0002,2026-09-01T06:17:08.894307076+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,82.999,254.53,2.613,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000035,T0002,V0002,2026-09-01T06:17:08.894307076+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,82.999,254.53,2.613,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000036,T0002,V0002,2026-09-01T06:17:08.894307076+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,82.999,254.53,2.613,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000037,T0002,V0002,2026-09-01T06:18:35.129992+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,82.804,253.93,2.014,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000038,T0002,V0002,2026-09-01T06:18:35.129992+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,82.804,253.93,2.014,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000039,T0002,V0002,2026-09-01T06:18:35.129992+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,82.804,253.93,2.014,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000040,T0002,V0002,2026-09-01T06:19:54.822400+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,82.623,253.38,1.461,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000041,T0002,V0002,2026-09-01T06:19:54.822400+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,82.623,253.38,1.461,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000042,T0002,V0002,2026-09-01T06:19:54.822400+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,82.623,253.38,1.461,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000043,T0002,V0002,2026-09-01T06:21:15.672136+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,82.44,252.82,0.899,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000044,T0002,V0002,2026-09-01T06:21:15.672136+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,82.44,252.82,0.899,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000045,T0002,V0002,2026-09-01T06:21:15.672136+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,82.44,252.82,0.899,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000046,T0002,V0002,2026-09-01T06:22:36.505806999+07:00,AUTO_DETECTED,False,,,['CHARGING'],,SUFFICIENT_SOC_RANGE,82.257,252.26,0.338,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000047,T0002,V0002,2026-09-01T06:22:36.505806999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,82.257,252.26,0.338,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000048,T0002,V0002,2026-09-01T06:22:36.505806999+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,82.257,252.26,0.338,1.0,VF_5,EV_CAR,37.23,34.25,,False,True,False,train
DE000049,T0003,V0003,2026-09-01T06:18:53.642324999+07:00,AUTO_DETECTED,True,,,"['CHARGING', 'BATTERY_SWAP']",,LOW_SOC,11.563,8.27,4.569,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000050,T0003,V0003,2026-09-01T06:18:53.642324999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,11.563,8.27,4.569,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000051,T0003,V0003,2026-09-01T06:18:53.642324999+07:00,DRIVER_REQUEST,True,BATTERY_SWAP,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,11.563,8.27,4.569,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000052,T0003,V0003,2026-09-01T06:18:53.642324999+07:00,DRIVER_REQUEST,True,,ANY,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,11.563,8.27,4.569,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000053,T0003,V0003,2026-09-01T06:20:41.441412499+07:00,AUTO_DETECTED,True,,,"['CHARGING', 'BATTERY_SWAP']",,LOW_SOC,10.677,7.64,3.935,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000054,T0003,V0003,2026-09-01T06:20:41.441412499+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,10.677,7.64,3.935,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000055,T0003,V0003,2026-09-01T06:20:41.441412499+07:00,DRIVER_REQUEST,True,BATTERY_SWAP,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,10.677,7.64,3.935,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000056,T0003,V0003,2026-09-01T06:20:41.441412499+07:00,DRIVER_REQUEST,True,,ANY,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,10.677,7.64,3.935,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000057,T0003,V0003,2026-09-01T06:22:39.349012499+07:00,AUTO_DETECTED,True,,,"['CHARGING', 'BATTERY_SWAP']",,LOW_SOC,9.853,7.05,3.346,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000058,T0003,V0003,2026-09-01T06:22:39.349012499+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,9.853,7.05,3.346,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000059,T0003,V0003,2026-09-01T06:22:39.349012499+07:00,DRIVER_REQUEST,True,BATTERY_SWAP,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,9.853,7.05,3.346,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000060,T0003,V0003,2026-09-01T06:22:39.349012499+07:00,DRIVER_REQUEST,True,,ANY,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,9.853,7.05,3.346,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000061,T0003,V0003,2026-09-01T06:24:33.776412499+07:00,AUTO_DETECTED,True,,,"['CHARGING', 'BATTERY_SWAP']",,LOW_SOC,9.053,6.48,2.774,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000062,T0003,V0003,2026-09-01T06:24:33.776412499+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,9.053,6.48,2.774,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000063,T0003,V0003,2026-09-01T06:24:33.776412499+07:00,DRIVER_REQUEST,True,BATTERY_SWAP,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,9.053,6.48,2.774,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000064,T0003,V0003,2026-09-01T06:24:33.776412499+07:00,DRIVER_REQUEST,True,,ANY,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,9.053,6.48,2.774,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000065,T0003,V0003,2026-09-01T06:26:06.844324999+07:00,AUTO_DETECTED,True,,,"['CHARGING', 'BATTERY_SWAP']",,LOW_SOC,8.327,5.96,2.254,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000066,T0003,V0003,2026-09-01T06:26:06.844324999+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,8.327,5.96,2.254,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000067,T0003,V0003,2026-09-01T06:26:06.844324999+07:00,DRIVER_REQUEST,True,BATTERY_SWAP,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,8.327,5.96,2.254,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000068,T0003,V0003,2026-09-01T06:26:06.844324999+07:00,DRIVER_REQUEST,True,,ANY,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,8.327,5.96,2.254,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000069,T0003,V0003,2026-09-01T06:27:37.092981+07:00,AUTO_DETECTED,True,,,"['CHARGING', 'BATTERY_SWAP']",,LOW_SOC,7.461,5.34,1.635,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000070,T0003,V0003,2026-09-01T06:27:37.092981+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,7.461,5.34,1.635,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000071,T0003,V0003,2026-09-01T06:27:37.092981+07:00,DRIVER_REQUEST,True,BATTERY_SWAP,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,7.461,5.34,1.635,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000072,T0003,V0003,2026-09-01T06:27:37.092981+07:00,DRIVER_REQUEST,True,,ANY,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,7.461,5.34,1.635,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000073,T0003,V0003,2026-09-01T06:29:02.421265500+07:00,AUTO_DETECTED,True,,,"['CHARGING', 'BATTERY_SWAP']",,LOW_SOC,6.611,4.73,1.026,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000074,T0003,V0003,2026-09-01T06:29:02.421265500+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,6.611,4.73,1.026,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000075,T0003,V0003,2026-09-01T06:29:02.421265500+07:00,DRIVER_REQUEST,True,BATTERY_SWAP,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,6.611,4.73,1.026,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000076,T0003,V0003,2026-09-01T06:29:02.421265500+07:00,DRIVER_REQUEST,True,,ANY,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,6.611,4.73,1.026,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000077,T0003,V0003,2026-09-01T06:30:22.687009875+07:00,AUTO_DETECTED,True,,,"['CHARGING', 'BATTERY_SWAP']",,LOW_SOC,5.754,4.12,0.413,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000078,T0003,V0003,2026-09-01T06:30:22.687009875+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,5.754,4.12,0.413,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000079,T0003,V0003,2026-09-01T06:30:22.687009875+07:00,DRIVER_REQUEST,True,BATTERY_SWAP,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,5.754,4.12,0.413,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000080,T0003,V0003,2026-09-01T06:30:22.687009875+07:00,DRIVER_REQUEST,True,,ANY,"['CHARGING', 'BATTERY_SWAP']",True,VALID_REQUEST,5.754,4.12,0.413,1.0,EVO,EV_MOTORBIKE,3.0,2.76,2.0,True,True,True,validation
DE000081,T0004,V0004,2026-09-01T06:24:48.469104+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.89,54.86,3.774,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000082,T0004,V0004,2026-09-01T06:24:48.469104+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.89,54.86,3.774,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000083,T0004,V0004,2026-09-01T06:24:48.469104+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.89,54.86,3.774,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000084,T0004,V0004,2026-09-01T06:25:58.840536+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.731,54.37,3.285,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000085,T0004,V0004,2026-09-01T06:25:58.840536+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.731,54.37,3.285,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000086,T0004,V0004,2026-09-01T06:25:58.840536+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.731,54.37,3.285,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000087,T0004,V0004,2026-09-01T06:27:26.413844500+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.569,53.88,2.789,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000088,T0004,V0004,2026-09-01T06:27:26.413844500+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.569,53.88,2.789,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000089,T0004,V0004,2026-09-01T06:27:26.413844500+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.569,53.88,2.789,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000090,T0004,V0004,2026-09-01T06:28:21.508355660+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.416,53.41,2.321,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000091,T0004,V0004,2026-09-01T06:28:21.508355660+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.416,53.41,2.321,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000092,T0004,V0004,2026-09-01T06:28:21.508355660+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.416,53.41,2.321,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000093,T0004,V0004,2026-09-01T06:29:16.900256285+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.259,52.93,1.838,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000094,T0004,V0004,2026-09-01T06:29:16.900256285+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.259,52.93,1.838,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000095,T0004,V0004,2026-09-01T06:29:16.900256285+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.259,52.93,1.838,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000096,T0004,V0004,2026-09-01T06:30:15.979163285+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,17.094,52.42,1.331,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000097,T0004,V0004,2026-09-01T06:30:15.979163285+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,17.094,52.42,1.331,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000098,T0004,V0004,2026-09-01T06:30:15.979163285+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,17.094,52.42,1.331,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000099,T0004,V0004,2026-09-01T06:31:23.237796785+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,16.929,51.92,0.826,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000100,T0004,V0004,2026-09-01T06:31:23.237796785+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,16.929,51.92,0.826,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000101,T0004,V0004,2026-09-01T06:31:23.237796785+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,16.929,51.92,0.826,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000102,T0004,V0004,2026-09-01T06:32:36.590244785+07:00,AUTO_DETECTED,True,CHARGING,,['CHARGING'],,LOW_SOC,16.763,51.41,0.317,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000103,T0004,V0004,2026-09-01T06:32:36.590244785+07:00,DRIVER_REQUEST,True,CHARGING,CHARGING,['CHARGING'],True,VALID_REQUEST,16.763,51.41,0.317,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
DE000104,T0004,V0004,2026-09-01T06:32:36.590244785+07:00,DRIVER_REQUEST,True,,BATTERY_SWAP,['CHARGING'],False,UNSUPPORTED_SERVICE,16.763,51.41,0.317,1.0,VF_6,EV_CAR,59.6,54.83,,False,True,False,train
