event_id,eligible_candidate_count,has_recommendation,reference_station_id,label_method
DE000313,0,False,,NO_ELIGIBLE_STATION
DE000314,0,False,,NO_ELIGIBLE_STATION
DE000315,0,False,,NO_ELIGIBLE_STATION
DE000316,0,False,,NO_ELIGIBLE_STATION
DE000317,0,False,,NO_ELIGIBLE_STATION
DE000318,0,False,,NO_ELIGIBLE_STATION
DE000319,19,True,S011,eligible_candidates_documented_baseline_cost_v3
DE000320,19,True,S011,eligible_candidates_documented_baseline_cost_v3
DE000321,0,False,,NO_ELIGIBLE_STATION
DE000322,0,False,,NO_ELIGIBLE_STATION
DE000323,0,False,,NO_ELIGIBLE_STATION
DE000324,0,False,,NO_ELIGIBLE_STATION
DE000325,19,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000326,19,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000327,19,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000328,19,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000329,8,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000330,6,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000331,6,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000332,4,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000333,4,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000334,4,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000335,4,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000336,2,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000353,3,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000354,3,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000355,3,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000356,3,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000357,2,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000358,1,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000359,1,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000360,0,False,,NO_ELIGIBLE_STATION
DE000361,19,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000362,19,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000363,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000364,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000365,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000366,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000367,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000368,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000369,2,True,S025,eligible_candidates_documented_baseline_cost_v3
DE000370,1,True,S025,eligible_candidates_documented_baseline_cost_v3
DE000371,1,True,S025,eligible_candidates_documented_baseline_cost_v3
DE000372,1,True,S025,eligible_candidates_documented_baseline_cost_v3
DE000373,1,True,S025,eligible_candidates_documented_baseline_cost_v3
DE000374,1,True,S025,eligible_candidates_documented_baseline_cost_v3
DE000375,1,True,S025,eligible_candidates_documented_baseline_cost_v3
DE000376,1,True,S025,eligible_candidates_documented_baseline_cost_v3
DE000377,4,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000378,2,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000379,2,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000380,1,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000381,1,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000382,0,False,,NO_ELIGIBLE_STATION
DE000383,0,False,,NO_ELIGIBLE_STATION
DE000384,0,False,,NO_ELIGIBLE_STATION
DE000385,18,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000386,18,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000387,18,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000388,18,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000389,18,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000390,20,True,S002,eligible_candidates_documented_baseline_cost_v3
DE000391,20,True,S002,eligible_candidates_documented_baseline_cost_v3
DE000392,20,True,S002,eligible_candidates_documented_baseline_cost_v3
DE000393,0,False,,NO_ELIGIBLE_STATION
DE000394,0,False,,NO_ELIGIBLE_STATION
DE000395,0,False,,NO_ELIGIBLE_STATION
DE000396,0,False,,NO_ELIGIBLE_STATION
DE000397,0,False,,NO_ELIGIBLE_STATION
DE000398,0,False,,NO_ELIGIBLE_STATION
DE000399,0,False,,NO_ELIGIBLE_STATION
DE000400,0,False,,NO_ELIGIBLE_STATION
DE000401,4,True,S006,eligible_candidates_documented_baseline_cost_v3
DE000402,4,True,S006,eligible_candidates_documented_baseline_cost_v3
DE000403,3,True,S006,eligible_candidates_documented_baseline_cost_v3
DE000404,3,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000405,3,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000406,2,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000407,1,True,S006,eligible_candidates_documented_baseline_cost_v3
DE000408,1,True,S006,eligible_candidates_documented_baseline_cost_v3
DE000409,19,True,S029,eligible_candidates_documented_baseline_cost_v3
DE000410,19,True,S029,eligible_candidates_documented_baseline_cost_v3
DE000411,19,True,S029,eligible_candidates_documented_baseline_cost_v3
DE000412,19,True,S029,eligible_candidates_documented_baseline_cost_v3
DE000413,20,True,S029,eligible_candidates_documented_baseline_cost_v3
DE000414,20,True,S029,eligible_candidates_documented_baseline_cost_v3
DE000415,20,True,S029,eligible_candidates_documented_baseline_cost_v3
DE000416,20,True,S029,eligible_candidates_documented_baseline_cost_v3
DE000417,19,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000418,20,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000419,20,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000420,20,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000421,20,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000422,19,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000423,19,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000424,19,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000425,0,False,,NO_ELIGIBLE_STATION
DE000426,0,False,,NO_ELIGIBLE_STATION
DE000427,0,False,,NO_ELIGIBLE_STATION
DE000428,0,False,,NO_ELIGIBLE_STATION
DE000429,0,False,,NO_ELIGIBLE_STATION
DE000430,0,False,,NO_ELIGIBLE_STATION
DE000431,0,False,,NO_ELIGIBLE_STATION
DE000432,0,False,,NO_ELIGIBLE_STATION
DE000465,18,True,S011,eligible_candidates_documented_baseline_cost_v3
DE000466,18,True,S011,eligible_candidates_documented_baseline_cost_v3
DE000467,18,True,S011,eligible_candidates_documented_baseline_cost_v3
DE000468,18,True,S011,eligible_candidates_documented_baseline_cost_v3
DE000469,18,True,S010,eligible_candidates_documented_baseline_cost_v3
DE000470,18,True,S010,eligible_candidates_documented_baseline_cost_v3
DE000471,18,True,S010,eligible_candidates_documented_baseline_cost_v3
DE000472,18,True,S010,eligible_candidates_documented_baseline_cost_v3
DE000473,0,False,,NO_ELIGIBLE_STATION
DE000474,0,False,,NO_ELIGIBLE_STATION
DE000475,0,False,,NO_ELIGIBLE_STATION
DE000476,0,False,,NO_ELIGIBLE_STATION
DE000477,0,False,,NO_ELIGIBLE_STATION
DE000478,0,False,,NO_ELIGIBLE_STATION
DE000479,0,False,,NO_ELIGIBLE_STATION
DE000480,0,False,,NO_ELIGIBLE_STATION
DE000481,18,True,S019,eligible_candidates_documented_baseline_cost_v3
DE000482,0,False,,NO_ELIGIBLE_STATION
DE000483,0,False,,NO_ELIGIBLE_STATION
DE000484,0,False,,NO_ELIGIBLE_STATION
DE000485,18,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000486,18,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000487,18,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000488,18,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000489,0,False,,NO_ELIGIBLE_STATION
DE000490,0,False,,NO_ELIGIBLE_STATION
DE000491,0,False,,NO_ELIGIBLE_STATION
DE000492,0,False,,NO_ELIGIBLE_STATION
DE000493,0,False,,NO_ELIGIBLE_STATION
DE000494,0,False,,NO_ELIGIBLE_STATION
DE000495,0,False,,NO_ELIGIBLE_STATION
DE000496,18,True,S028,eligible_candidates_documented_baseline_cost_v3
DE000497,5,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000498,5,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000499,4,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000500,4,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000501,4,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000502,4,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000503,4,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000504,3,True,S024,eligible_candidates_documented_baseline_cost_v3
DE000521,0,False,,NO_ELIGIBLE_STATION
DE000522,0,False,,NO_ELIGIBLE_STATION
DE000523,0,False,,NO_ELIGIBLE_STATION
DE000524,0,False,,NO_ELIGIBLE_STATION
DE000525,0,False,,NO_ELIGIBLE_STATION
DE000526,0,False,,NO_ELIGIBLE_STATION
DE000527,0,False,,NO_ELIGIBLE_STATION
DE000528,0,False,,NO_ELIGIBLE_STATION
DE000529,19,True,S008,eligible_candidates_documented_baseline_cost_v3
DE000530,19,True,S008,eligible_candidates_documented_baseline_cost_v3
DE000531,19,True,S008,eligible_candidates_documented_baseline_cost_v3
DE000532,19,True,S008,eligible_candidates_documented_baseline_cost_v3
DE000533,17,True,S008,eligible_candidates_documented_baseline_cost_v3
DE000534,17,True,S008,eligible_candidates_documented_baseline_cost_v3
DE000535,17,True,S008,eligible_candidates_documented_baseline_cost_v3
DE000536,17,True,S008,eligible_candidates_documented_baseline_cost_v3
DE000537,5,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000538,4,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000539,4,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000540,4,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000541,1,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000542,1,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000543,1,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000544,1,True,S027,eligible_candidates_documented_baseline_cost_v3
DE000545,4,True,S006,eligible_candidates_documented_baseline_cost_v3
DE000546,4,True,S006,eligible_candidates_documented_baseline_cost_v3
DE000547,2,True,S006,eligible_candidates_documented_baseline_cost_v3
DE000548,1,True,S021,eligible_candidates_documented_baseline_cost_v3
DE000549,1,True,S021,eligible_candidates_documented_baseline_cost_v3
DE000550,0,False,,NO_ELIGIBLE_STATION
DE000551,0,False,,NO_ELIGIBLE_STATION
DE000552,0,False,,NO_ELIGIBLE_STATION
DE000553,17,True,S014,eligible_candidates_documented_baseline_cost_v3
DE000554,17,True,S014,eligible_candidates_documented_baseline_cost_v3
DE000555,17,True,S014,eligible_candidates_documented_baseline_cost_v3
DE000556,17,True,S014,eligible_candidates_documented_baseline_cost_v3
DE000557,19,True,S023,eligible_candidates_documented_baseline_cost_v3
DE000558,19,True,S023,eligible_candidates_documented_baseline_cost_v3
DE000559,19,True,S023,eligible_candidates_documented_baseline_cost_v3
DE000560,19,True,S023,eligible_candidates_documented_baseline_cost_v3
DE000561,17,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000562,17,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000563,17,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000564,17,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000565,17,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000566,19,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000567,19,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000568,19,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000569,10,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000570,8,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000571,7,True,S012,eligible_candidates_documented_baseline_cost_v3
DE000572,7,True,S021,eligible_candidates_documented_baseline_cost_v3
DE000573,5,True,S021,eligible_candidates_documented_baseline_cost_v3
DE000574,5,True,S021,eligible_candidates_documented_baseline_cost_v3
DE000575,4,True,S021,eligible_candidates_documented_baseline_cost_v3
DE000576,4,True,S021,eligible_candidates_documented_baseline_cost_v3
DE000577,19,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000578,18,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000579,18,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000580,18,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000581,18,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000582,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000583,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000584,20,True,S007,eligible_candidates_documented_baseline_cost_v3
DE000585,18,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000586,18,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000587,20,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000588,20,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000589,20,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000590,20,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000591,20,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000592,20,True,S004,eligible_candidates_documented_baseline_cost_v3
DE000593,1,True,S020,eligible_candidates_documented_baseline_cost_v3
DE000594,1,True,S020,eligible_candidates_documented_baseline_cost_v3
DE000595,1,True,S020,eligible_candidates_documented_baseline_cost_v3
DE000596,0,False,,NO_ELIGIBLE_STATION
DE000597,0,False,,NO_ELIGIBLE_STATION
DE000598,0,False,,NO_ELIGIBLE_STATION
DE000599,0,False,,NO_ELIGIBLE_STATION
DE000600,0,False,,NO_ELIGIBLE_STATION
DE000633,20,True,S016,eligible_candidates_documented_baseline_cost_v3
DE000634,20,True,S016,eligible_candidates_documented_baseline_cost_v3
DE000635,20,True,S016,eligible_candidates_documented_baseline_cost_v3
DE000636,20,True,S016,eligible_candidates_documented_baseline_cost_v3
DE000637,20,True,S016,eligible_candidates_documented_baseline_cost_v3
DE000638,20,True,S022,eligible_candidates_documented_baseline_cost_v3
DE000639,20,True,S022,eligible_candidates_documented_baseline_cost_v3
