event_id,trip_id,timestamp,snapshot_index,trip_progress_pct,need_service,resolved_service_type,service_type,reason_code,request_source,requested_service_type,allowed_service_types,request_valid,current_soc_pct,estimated_remaining_range_km,remaining_trip_distance_km,safety_reserve_km,vehicle_id,vehicle_model,vehicle_type,swap_supported,charging_supported,public_swap_compatible,installed_battery_modules,battery_capacity_kwh,usable_capacity_kwh,consumption_wh_per_km,minimum_safe_soc_pct,charging_interface_class,battery_type,split
DE000024,T0001,2026-09-01T06:11:39.196494623+07:00,8,92.21,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,83.972,257.52,0.276,1.0,V0001,VF_3,EV_CAR,False,True,False,,18.64,17.15,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000025,T0002,2026-09-01T06:12:59.973648+07:00,1,8.36,False,,,SUFFICIENT_SOC_RANGE,AUTO_DETECTED,,['CHARGING'],,83.55,256.22,4.302,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000026,T0002,2026-09-01T06:12:59.973648+07:00,1,8.36,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,83.55,256.22,4.302,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000027,T0002,2026-09-01T06:12:59.973648+07:00,1,8.36,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,83.55,256.22,4.302,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000028,T0002,2026-09-01T06:14:29.475520+07:00,2,20.75,False,,,SUFFICIENT_SOC_RANGE,AUTO_DETECTED,,['CHARGING'],,83.36,255.64,3.72,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000029,T0002,2026-09-01T06:14:29.475520+07:00,2,20.75,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,83.36,255.64,3.72,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000030,T0002,2026-09-01T06:14:29.475520+07:00,2,20.75,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,83.36,255.64,3.72,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000031,T0002,2026-09-01T06:15:50.271304+07:00,3,32.7,False,,,SUFFICIENT_SOC_RANGE,AUTO_DETECTED,,['CHARGING'],,83.177,255.08,3.159,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000032,T0002,2026-09-01T06:15:50.271304+07:00,3,32.7,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,83.177,255.08,3.159,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000033,T0002,2026-09-01T06:15:50.271304+07:00,3,32.7,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,83.177,255.08,3.159,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000034,T0002,2026-09-01T06:17:08.894307076+07:00,4,44.33,False,,,SUFFICIENT_SOC_RANGE,AUTO_DETECTED,,['CHARGING'],,82.999,254.53,2.613,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000035,T0002,2026-09-01T06:17:08.894307076+07:00,4,44.33,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,82.999,254.53,2.613,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000036,T0002,2026-09-01T06:17:08.894307076+07:00,4,44.33,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,82.999,254.53,2.613,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000037,T0002,2026-09-01T06:18:35.129992+07:00,5,57.09,False,,,SUFFICIENT_SOC_RANGE,AUTO_DETECTED,,['CHARGING'],,82.804,253.93,2.014,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000038,T0002,2026-09-01T06:18:35.129992+07:00,5,57.09,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,82.804,253.93,2.014,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000039,T0002,2026-09-01T06:18:35.129992+07:00,5,57.09,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,82.804,253.93,2.014,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000040,T0002,2026-09-01T06:19:54.822400+07:00,6,68.88,False,,,SUFFICIENT_SOC_RANGE,AUTO_DETECTED,,['CHARGING'],,82.623,253.38,1.461,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000041,T0002,2026-09-01T06:19:54.822400+07:00,6,68.88,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,82.623,253.38,1.461,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000042,T0002,2026-09-01T06:19:54.822400+07:00,6,68.88,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,82.623,253.38,1.461,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000043,T0002,2026-09-01T06:21:15.672136+07:00,7,80.84,False,,,SUFFICIENT_SOC_RANGE,AUTO_DETECTED,,['CHARGING'],,82.44,252.82,0.899,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000044,T0002,2026-09-01T06:21:15.672136+07:00,7,80.84,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,82.44,252.82,0.899,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000045,T0002,2026-09-01T06:21:15.672136+07:00,7,80.84,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,82.44,252.82,0.899,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000046,T0002,2026-09-01T06:22:36.505806999+07:00,8,92.8,False,,,SUFFICIENT_SOC_RANGE,AUTO_DETECTED,,['CHARGING'],,82.257,252.26,0.338,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000047,T0002,2026-09-01T06:22:36.505806999+07:00,8,92.8,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,['CHARGING'],True,82.257,252.26,0.338,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000048,T0002,2026-09-01T06:22:36.505806999+07:00,8,92.8,True,,BATTERY_SWAP,UNSUPPORTED_SERVICE,DRIVER_REQUEST,BATTERY_SWAP,['CHARGING'],False,82.257,252.26,0.338,1.0,V0002,VF_5,EV_CAR,False,True,False,,37.23,34.25,150.0,15.0,CCS2_TYPE2,FIXED_TRACTION_PACK,train
DE000049,T0003,2026-09-01T06:18:53.642324999+07:00,1,6.41,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,11.563,8.27,4.569,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000050,T0003,2026-09-01T06:18:53.642324999+07:00,1,6.41,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,11.563,8.27,4.569,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000051,T0003,2026-09-01T06:18:53.642324999+07:00,1,6.41,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,11.563,8.27,4.569,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000052,T0003,2026-09-01T06:18:53.642324999+07:00,1,6.41,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,11.563,8.27,4.569,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000053,T0003,2026-09-01T06:20:41.441412499+07:00,2,19.4,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,10.677,7.64,3.935,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000054,T0003,2026-09-01T06:20:41.441412499+07:00,2,19.4,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,10.677,7.64,3.935,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000055,T0003,2026-09-01T06:20:41.441412499+07:00,2,19.4,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,10.677,7.64,3.935,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000056,T0003,2026-09-01T06:20:41.441412499+07:00,2,19.4,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,10.677,7.64,3.935,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000057,T0003,2026-09-01T06:22:39.349012499+07:00,3,31.47,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,9.853,7.05,3.346,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000058,T0003,2026-09-01T06:22:39.349012499+07:00,3,31.47,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,9.853,7.05,3.346,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000059,T0003,2026-09-01T06:22:39.349012499+07:00,3,31.47,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,9.853,7.05,3.346,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000060,T0003,2026-09-01T06:22:39.349012499+07:00,3,31.47,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,9.853,7.05,3.346,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000061,T0003,2026-09-01T06:24:33.776412499+07:00,4,43.19,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,9.053,6.48,2.774,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000062,T0003,2026-09-01T06:24:33.776412499+07:00,4,43.19,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,9.053,6.48,2.774,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000063,T0003,2026-09-01T06:24:33.776412499+07:00,4,43.19,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,9.053,6.48,2.774,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000064,T0003,2026-09-01T06:24:33.776412499+07:00,4,43.19,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,9.053,6.48,2.774,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000065,T0003,2026-09-01T06:26:06.844324999+07:00,5,53.83,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,8.327,5.96,2.254,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000066,T0003,2026-09-01T06:26:06.844324999+07:00,5,53.83,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,8.327,5.96,2.254,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000067,T0003,2026-09-01T06:26:06.844324999+07:00,5,53.83,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,8.327,5.96,2.254,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000068,T0003,2026-09-01T06:26:06.844324999+07:00,5,53.83,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,8.327,5.96,2.254,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000069,T0003,2026-09-01T06:27:37.092981+07:00,6,66.52,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,7.461,5.34,1.635,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000070,T0003,2026-09-01T06:27:37.092981+07:00,6,66.52,True,CHARGING,CHARGING,VALID_REQUEST,DRIVER_REQUEST,CHARGING,"['CHARGING', 'BATTERY_SWAP']",True,7.461,5.34,1.635,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000071,T0003,2026-09-01T06:27:37.092981+07:00,6,66.52,True,BATTERY_SWAP,BATTERY_SWAP,VALID_REQUEST,DRIVER_REQUEST,BATTERY_SWAP,"['CHARGING', 'BATTERY_SWAP']",True,7.461,5.34,1.635,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000072,T0003,2026-09-01T06:27:37.092981+07:00,6,66.52,True,,ANY,VALID_REQUEST,DRIVER_REQUEST,ANY,"['CHARGING', 'BATTERY_SWAP']",True,7.461,5.34,1.635,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
DE000073,T0003,2026-09-01T06:29:02.421265500+07:00,7,78.99,True,,,LOW_SOC,AUTO_DETECTED,,"['CHARGING', 'BATTERY_SWAP']",,6.611,4.73,1.026,1.0,V0003,EVO,EV_MOTORBIKE,True,True,True,2.0,3.0,2.76,45.0,15.0,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,validation
