event_id,trip_id,split,need_service
DE000473,T0018,train,True
DE000477,T0018,train,True
DE000481,T0018,train,True
DE000485,T0018,train,True
DE000489,T0019,train,True
DE000492,T0019,train,True
DE000495,T0019,train,True
DE000498,T0019,train,True
DE000501,T0019,train,True
DE000504,T0019,train,True
DE000507,T0019,train,True
DE000510,T0019,train,True
DE000513,T0020,train,True
DE000516,T0020,train,True
DE000519,T0020,train,True
DE000522,T0020,train,True
DE000525,T0020,train,True
DE000528,T0020,train,True
DE000531,T0020,train,True
DE000534,T0020,train,True
DE000537,T0021,train,True
DE000541,T0021,train,True
DE000545,T0021,train,True
DE000549,T0021,train,True
DE000553,T0021,train,True
DE000557,T0021,train,True
DE000561,T0021,train,True
DE000565,T0021,train,True
DE000569,T0022,train,False
DE000572,T0022,train,False
DE000575,T0022,train,False
DE000578,T0022,train,False
DE000581,T0022,train,False
DE000584,T0022,train,False
DE000587,T0022,train,False
DE000590,T0022,train,False
DE000593,T0023,train,False
DE000596,T0023,train,False
DE000599,T0023,train,False
DE000602,T0023,train,False
DE000605,T0023,train,False
DE000608,T0023,train,False
DE000611,T0023,train,False
DE000614,T0023,train,False
DE000617,T0024,train,True
DE000620,T0024,train,True
DE000623,T0024,train,True
DE000626,T0024,train,True
DE000629,T0024,train,True
DE000632,T0024,train,True
DE000635,T0024,train,True
DE000638,T0024,train,True
DE000641,T0025,train,True
DE000644,T0025,train,True
DE000647,T0025,train,True
DE000650,T0025,train,True
DE000653,T0025,train,True
DE000656,T0025,train,True
DE000659,T0025,train,True
DE000662,T0025,train,True
DE000665,T0026,train,True
DE000669,T0026,train,True
DE000673,T0026,train,True
DE000677,T0026,train,True
DE000681,T0026,train,True
DE000685,T0026,train,True
DE000689,T0026,train,True
DE000693,T0026,train,True
DE000697,T0027,train,True
DE000700,T0027,train,True
DE000703,T0027,train,True
DE000706,T0027,train,True
DE000709,T0027,train,True
DE000712,T0027,train,True
DE000715,T0027,train,True
DE000718,T0027,train,True
DE000721,T0028,validation,True
DE000724,T0028,validation,True
DE000727,T0028,validation,True
DE000730,T0028,validation,True
DE000733,T0028,validation,True
DE000736,T0028,validation,True
DE000739,T0028,validation,True
DE000742,T0028,validation,True
DE000745,T0029,train,True
DE000748,T0029,train,True
DE000751,T0029,train,True
DE000754,T0029,train,True
DE000757,T0029,train,True
DE000760,T0029,train,True
DE000763,T0029,train,True
DE000766,T0029,train,True
DE000769,T0030,train,True
DE000772,T0030,train,True
DE000775,T0030,train,True
DE000778,T0030,train,True
DE000781,T0030,train,True
DE000784,T0030,train,True
DE000787,T0030,train,True
DE000790,T0030,train,True
DE000793,T0031,train,True
DE000796,T0031,train,True
DE000799,T0031,train,True
DE000802,T0031,train,True
DE000805,T0031,train,True
DE000808,T0031,train,True
DE000811,T0031,train,True
DE000814,T0031,train,True
DE000817,T0032,train,True
DE000820,T0032,train,True
DE000823,T0032,train,True
DE000826,T0032,train,True
DE000829,T0032,train,True
DE000832,T0032,train,True
DE000835,T0032,train,True
DE000838,T0032,train,True
DE000841,T0033,train,True
DE000844,T0033,train,True
DE000847,T0033,train,True
DE000850,T0033,train,True
DE000853,T0033,train,True
DE000856,T0033,train,True
DE000859,T0033,train,True
DE000862,T0033,train,True
DE000865,T0034,train,False
DE000868,T0034,train,False
DE000871,T0034,train,False
DE000874,T0034,train,False
DE000877,T0034,train,False
DE000880,T0034,train,False
DE000883,T0034,train,False
DE000886,T0034,train,False
DE000889,T0035,train,False
DE000892,T0035,train,False
DE000895,T0035,train,False
DE000898,T0035,train,False
DE000901,T0035,train,False
DE000904,T0035,train,False
DE000907,T0035,train,False
DE000910,T0035,train,False
DE000913,T0036,train,False
DE000916,T0036,train,False
DE000919,T0036,train,False
DE000922,T0036,train,False
DE000925,T0036,train,False
DE000928,T0036,train,False
DE000931,T0036,train,False
DE000934,T0036,train,False
DE000937,T0037,train,False
DE000940,T0037,train,False
DE000943,T0037,train,False
DE000946,T0037,train,False
DE000949,T0037,train,False
DE000952,T0037,train,False
DE000955,T0037,train,False
DE000958,T0037,train,False
DE000961,T0038,train,True
DE000964,T0038,train,True
DE000967,T0038,train,True
DE000970,T0038,train,True
DE000973,T0038,train,True
DE000976,T0038,train,True
DE000979,T0038,train,True
DE000982,T0038,train,True
DE000985,T0039,validation,True
DE000988,T0039,validation,True
DE000991,T0039,validation,True
DE000994,T0039,validation,True
DE000997,T0039,validation,True
DE001000,T0039,validation,True
DE001003,T0039,validation,True
DE001006,T0039,validation,True
DE001009,T0040,train,True
DE001012,T0040,train,True
DE001015,T0040,train,True
DE001018,T0040,train,True
DE001021,T0040,train,True
DE001024,T0040,train,True
DE001027,T0040,train,True
DE001030,T0040,train,True
DE001033,T0041,train,True
DE001036,T0041,train,True
DE001039,T0041,train,True
DE001042,T0041,train,True
DE001045,T0041,train,True
DE001048,T0041,train,True
DE001051,T0041,train,True
DE001054,T0041,train,True
DE001057,T0042,train,True
DE001060,T0042,train,True
DE001063,T0042,train,True
DE001066,T0042,train,True
DE001069,T0042,train,True
DE001072,T0042,train,True
DE001075,T0042,train,True
DE001078,T0042,train,True
DE001081,T0043,train,False
DE001084,T0043,train,False
DE001087,T0043,train,False
DE001090,T0043,train,False
DE001093,T0043,train,False
DE001096,T0043,train,False
DE001099,T0043,train,False
DE001102,T0043,train,False
DE001105,T0044,train,False
DE001108,T0044,train,False
DE001111,T0044,train,False
DE001114,T0044,train,False
DE001117,T0044,train,False
DE001120,T0044,train,False
DE001123,T0044,train,False
DE001126,T0044,train,False
DE001129,T0045,train,True
DE001132,T0045,train,True
DE001135,T0045,train,True
DE001138,T0045,train,True
DE001141,T0045,train,True
DE001144,T0045,train,True
DE001147,T0045,train,True
DE001150,T0045,train,True
DE001153,T0046,train,True
DE001156,T0046,train,True
DE001159,T0046,train,True
DE001162,T0046,train,True
DE001165,T0046,train,True
DE001168,T0046,train,True
DE001171,T0046,train,True
DE001174,T0046,train,True
DE001177,T0047,validation,True
DE001181,T0047,validation,True
DE001185,T0047,validation,True
DE001189,T0047,validation,True
DE001193,T0047,validation,True
DE001197,T0047,validation,True
DE001201,T0047,validation,True
DE001205,T0047,validation,True
DE001209,T0048,train,True
DE001212,T0048,train,True
DE001215,T0048,train,True
DE001218,T0048,train,True
DE001221,T0048,train,True
DE001224,T0048,train,True
DE001227,T0048,train,True
DE001230,T0048,train,True
DE001233,T0049,train,True
DE001236,T0049,train,True
DE001239,T0049,train,True
DE001242,T0049,train,True
DE001245,T0049,train,True
DE001248,T0049,train,True
DE001251,T0049,train,True
DE001254,T0049,train,True
DE001257,T0050,train,True
DE001260,T0050,train,True
DE001263,T0050,train,True
DE001266,T0050,train,True
DE001269,T0050,train,True
DE001272,T0050,train,True
DE001275,T0050,train,True
DE001278,T0050,train,True
DE001281,T0051,train,True
DE001284,T0051,train,True
DE001287,T0051,train,True
DE001290,T0051,train,True
DE001293,T0051,train,True
DE001296,T0051,train,True
DE001299,T0051,train,True
DE001302,T0051,train,True
DE001305,T0052,validation,True
DE001308,T0052,validation,True
DE001311,T0052,validation,True
DE001314,T0052,validation,True
DE001317,T0052,validation,True
DE001320,T0052,validation,True
DE001323,T0052,validation,True
DE001326,T0052,validation,True
DE001329,T0053,test,True
DE001332,T0053,test,True
DE001335,T0053,test,True
DE001338,T0053,test,True
DE001341,T0053,test,True
DE001344,T0053,test,True
DE001347,T0053,test,True
DE001350,T0053,test,True
DE001353,T0054,train,True
DE001356,T0054,train,True
DE001359,T0054,train,True
DE001362,T0054,train,True
DE001365,T0054,train,True
DE001368,T0054,train,True
DE001371,T0054,train,True
DE001374,T0054,train,True
DE001377,T0055,train,False
DE001380,T0055,train,False
DE001383,T0055,train,False
DE001386,T0055,train,False
DE001389,T0055,train,False
DE001392,T0055,train,False
DE001395,T0055,train,False
DE001398,T0055,train,False
DE001401,T0056,validation,False
DE001404,T0056,validation,False
DE001407,T0056,validation,False
DE001410,T0056,validation,False
DE001413,T0056,validation,False
DE001416,T0056,validation,False
DE001419,T0056,validation,False
DE001422,T0056,validation,False
DE001425,T0057,train,False
DE001428,T0057,train,False
DE001431,T0057,train,False
DE001434,T0057,train,False
DE001437,T0057,train,False
DE001440,T0057,train,False
DE001443,T0057,train,False
DE001446,T0057,train,False
DE001449,T0058,validation,False
DE001452,T0058,validation,False
DE001455,T0058,validation,False
DE001458,T0058,validation,False
DE001461,T0058,validation,False
DE001464,T0058,validation,False
DE001467,T0058,validation,False
DE001470,T0058,validation,False
DE001473,T0059,train,True
DE001476,T0059,train,True
DE001479,T0059,train,True
DE001482,T0059,train,True
DE001485,T0059,train,True
DE001488,T0059,train,True
DE001491,T0059,train,True
DE001494,T0059,train,True
DE001497,T0060,test,True
DE001500,T0060,test,True
DE001503,T0060,test,True
DE001506,T0060,test,True
DE001509,T0060,test,True
DE001512,T0060,test,True
DE001515,T0060,test,True
DE001518,T0060,test,True
DE001521,T0061,train,True
DE001524,T0061,train,True
DE001527,T0061,train,True
DE001530,T0061,train,True
DE001533,T0061,train,True
DE001536,T0061,train,True
DE001539,T0061,train,True
DE001542,T0061,train,True
DE001545,T0062,test,True
DE001548,T0062,test,True
DE001551,T0062,test,True
DE001554,T0062,test,True
DE001557,T0062,test,True
DE001560,T0062,test,True
DE001563,T0062,test,True
DE001566,T0062,test,True
DE001569,T0063,validation,True
DE001573,T0063,validation,True
DE001577,T0063,validation,True
DE001581,T0063,validation,True
DE001585,T0063,validation,True
DE001589,T0063,validation,True
DE001593,T0063,validation,True
DE001597,T0063,validation,True
DE001601,T0064,validation,False
DE001604,T0064,validation,False
DE001607,T0064,validation,False
DE001610,T0064,validation,False
DE001613,T0064,validation,False
DE001616,T0064,validation,False
DE001619,T0064,validation,False
DE001622,T0064,validation,False
DE001625,T0065,train,False
DE001628,T0065,train,False
DE001631,T0065,train,False
DE001634,T0065,train,False
DE001637,T0065,train,False
DE001640,T0065,train,False
DE001643,T0065,train,False
DE001646,T0065,train,False
DE001649,T0066,train,True
DE001653,T0066,train,True
DE001657,T0066,train,True
DE001661,T0066,train,True
DE001665,T0066,train,True
DE001669,T0066,train,True
DE001673,T0066,train,True
DE001677,T0066,train,True
DE001681,T0067,test,True
DE001684,T0067,test,True
DE001687,T0067,test,True
DE001690,T0067,test,True
DE001693,T0067,test,True
DE001696,T0067,test,True
DE001699,T0067,test,True
DE001702,T0067,test,True
DE001705,T0068,train,True
DE001709,T0068,train,True
DE001713,T0068,train,True
DE001717,T0068,train,True
DE001721,T0068,train,True
DE001725,T0068,train,True
DE001729,T0068,train,True
DE001733,T0068,train,True
DE001737,T0069,train,True
DE001741,T0069,train,True
DE001745,T0069,train,True
DE001749,T0069,train,True
DE001753,T0069,train,True
DE001757,T0069,train,True
DE001761,T0069,train,True
DE001765,T0069,train,True
DE001769,T0070,train,True
DE001772,T0070,train,True
DE001775,T0070,train,True
DE001778,T0070,train,True
DE001781,T0070,train,True
DE001784,T0070,train,True
DE001787,T0070,train,True
DE001790,T0070,train,True
DE001793,T0071,test,True
DE001796,T0071,test,True
DE001799,T0071,test,True
DE001802,T0071,test,True
DE001805,T0071,test,True
DE001808,T0071,test,True
DE001811,T0071,test,True
DE001814,T0071,test,True
DE001817,T0072,train,True
DE001821,T0072,train,True
DE001825,T0072,train,True
DE001829,T0072,train,True
DE001833,T0072,train,True
DE001837,T0072,train,True
DE001841,T0072,train,True
DE001845,T0072,train,True
DE001849,T0073,train,True
DE001852,T0073,train,True
DE001855,T0073,train,True
DE001858,T0073,train,True
DE001861,T0073,train,True
DE001864,T0073,train,True
DE001867,T0073,train,True
DE001870,T0073,train,True
DE001873,T0074,train,True
DE001876,T0074,train,True
DE001879,T0074,train,True
DE001882,T0074,train,True
DE001885,T0074,train,True
DE001888,T0074,train,True
DE001891,T0074,train,True
DE001894,T0074,train,True
DE001897,T0075,test,True
DE001901,T0075,test,True
DE001905,T0075,test,True
DE001909,T0075,test,True
DE001913,T0075,test,True
DE001917,T0075,test,True
DE001921,T0075,test,True
DE001925,T0075,test,True
DE001929,T0076,train,False
DE001932,T0076,train,False
DE001935,T0076,train,False
DE001938,T0076,train,False
DE001941,T0076,train,False
DE001944,T0076,train,False
DE001947,T0076,train,False
DE001950,T0076,train,False
DE001953,T0077,train,False
DE001956,T0077,train,False
DE001959,T0077,train,False
DE001962,T0077,train,False
DE001965,T0077,train,False
DE001968,T0077,train,False
DE001971,T0077,train,False
DE001974,T0077,train,False
DE001977,T0078,train,False
DE001981,T0078,train,False
DE001985,T0078,train,False
DE001989,T0078,train,False
DE001993,T0078,train,False
DE001997,T0078,train,False
DE002001,T0078,train,False
DE002005,T0078,train,False
DE002009,T0079,train,False
DE002012,T0079,train,False
DE002015,T0079,train,False
DE002018,T0079,train,False
DE002021,T0079,train,False
DE002024,T0079,train,False
DE002027,T0079,train,False
DE002030,T0079,train,False
DE002033,T0080,train,True
DE002036,T0080,train,True
DE002039,T0080,train,True
DE002042,T0080,train,True
DE002045,T0080,train,True
DE002048,T0080,train,True
DE002051,T0080,train,True
DE002054,T0080,train,True
DE002057,T0081,train,True
DE002061,T0081,train,True
DE002065,T0081,train,True
DE002069,T0081,train,True
DE002073,T0081,train,True
DE002077,T0081,train,True
DE002081,T0081,train,True
DE002085,T0081,train,True
DE002089,T0082,train,True
DE002092,T0082,train,True
DE002095,T0082,train,True
DE002098,T0082,train,True
DE002101,T0082,train,True
DE002104,T0082,train,True
DE002107,T0082,train,True
DE002110,T0082,train,True
DE002113,T0083,train,True
DE002116,T0083,train,True
DE002119,T0083,train,True
DE002122,T0083,train,True
DE002125,T0083,train,True
DE002128,T0083,train,True
DE002131,T0083,train,True
DE002134,T0083,train,True
DE002137,T0084,test,True
DE002140,T0084,test,True
DE002143,T0084,test,True
DE002146,T0084,test,True
DE002149,T0084,test,True
DE002152,T0084,test,True
DE002155,T0084,test,True
DE002158,T0084,test,True
DE002161,T0085,test,False
DE002164,T0085,test,False
DE002167,T0085,test,False
DE002170,T0085,test,False
DE002173,T0085,test,False
DE002176,T0085,test,False
DE002179,T0085,test,False
DE002182,T0085,test,False
DE002185,T0086,validation,False
DE002188,T0086,validation,False
DE002191,T0086,validation,False
DE002194,T0086,validation,False
DE002197,T0086,validation,False
DE002200,T0086,validation,False
DE002203,T0086,validation,False
DE002206,T0086,validation,False
DE002209,T0087,train,True
DE002212,T0087,train,True
DE002215,T0087,train,True
DE002218,T0087,train,True
DE002221,T0087,train,True
DE002224,T0087,train,True
DE002227,T0087,train,True
DE002230,T0087,train,True
DE002233,T0088,validation,True
DE002236,T0088,validation,True
DE002239,T0088,validation,True
DE002242,T0088,validation,True
DE002245,T0088,validation,True
DE002248,T0088,validation,True
DE002251,T0088,validation,True
DE002254,T0088,validation,True
DE002257,T0089,train,True
DE002261,T0089,train,True
DE002265,T0089,train,True
DE002269,T0089,train,True
DE002273,T0089,train,True
DE002277,T0089,train,True
DE002281,T0089,train,True
DE002285,T0089,train,True
DE002289,T0090,train,True
DE002292,T0090,train,True
DE002295,T0090,train,True
DE002298,T0090,train,True
DE002301,T0090,train,True
DE002304,T0090,train,True
DE002307,T0090,train,True
DE002310,T0090,train,True
DE002313,T0091,train,True
DE002316,T0091,train,True
DE002319,T0091,train,True
DE002322,T0091,train,True
DE002325,T0091,train,True
DE002328,T0091,train,True
DE002331,T0091,train,True
DE002334,T0091,train,True
DE002337,T0092,train,True
DE002340,T0092,train,True
DE002343,T0092,train,True
DE002346,T0092,train,True
DE002349,T0092,train,True
DE002352,T0092,train,True
DE002355,T0092,train,True
DE002358,T0092,train,True
DE002361,T0093,test,True
DE002364,T0093,test,True
DE002367,T0093,test,True
DE002370,T0093,test,True
DE002373,T0093,test,True
DE002376,T0093,test,True
DE002379,T0093,test,True
DE002382,T0093,test,True
DE002385,T0094,train,True
DE002388,T0094,train,True
DE002391,T0094,train,True
DE002394,T0094,train,True
DE002397,T0094,train,True
DE002400,T0094,train,True
DE002403,T0094,train,True
DE002406,T0094,train,True
DE002409,T0095,train,True
DE002412,T0095,train,True
DE002415,T0095,train,True
DE002418,T0095,train,True
DE002421,T0095,train,True
DE002424,T0095,train,True
DE002427,T0095,train,True
DE002430,T0095,train,True
DE002433,T0096,train,True
DE002436,T0096,train,True
DE002439,T0096,train,True
DE002442,T0096,train,True
DE002445,T0096,train,True
DE002448,T0096,train,True
DE002451,T0096,train,True
DE002454,T0096,train,True
DE002457,T0097,test,False
DE002460,T0097,test,False
DE002463,T0097,test,False
DE002466,T0097,test,False
DE002469,T0097,test,False
DE002472,T0097,test,False
DE002475,T0097,test,False
DE002478,T0097,test,False
DE002481,T0098,train,False
DE002484,T0098,train,False
DE002487,T0098,train,False
DE002490,T0098,train,False
DE002493,T0098,train,False
DE002496,T0098,train,False
DE002499,T0098,train,False
DE002502,T0098,train,False
DE002505,T0099,train,False
DE002508,T0099,train,False
DE002511,T0099,train,False
DE002514,T0099,train,False
DE002517,T0099,train,False
DE002520,T0099,train,False
DE002523,T0099,train,False
DE002526,T0099,train,False
DE002529,T0100,train,False
DE002532,T0100,train,False
DE002535,T0100,train,False
DE002538,T0100,train,False
DE002541,T0100,train,False
DE002544,T0100,train,False
DE002547,T0100,train,False
DE002550,T0100,train,False
DE002553,T0101,test,True
DE002556,T0101,test,True
DE002559,T0101,test,True
DE002562,T0101,test,True
DE002565,T0101,test,True
DE002568,T0101,test,True
DE002571,T0101,test,True
DE002574,T0101,test,True
DE002577,T0102,train,True
DE002580,T0102,train,True
DE002583,T0102,train,True
DE002586,T0102,train,True
DE002589,T0102,train,True
DE002592,T0102,train,True
DE002595,T0102,train,True
DE002598,T0102,train,True
DE002601,T0103,validation,True
DE002604,T0103,validation,True
DE002607,T0103,validation,True
DE002610,T0103,validation,True
DE002613,T0103,validation,True
DE002616,T0103,validation,True
DE002619,T0103,validation,True
DE002622,T0103,validation,True
DE002625,T0104,train,True
DE002628,T0104,train,True
DE002631,T0104,train,True
DE002634,T0104,train,True
DE002637,T0104,train,True
DE002640,T0104,train,True
DE002643,T0104,train,True
DE002646,T0104,train,True
DE002649,T0105,test,True
DE002652,T0105,test,True
DE002655,T0105,test,True
DE002658,T0105,test,True
DE002661,T0105,test,True
DE002664,T0105,test,True
DE002667,T0105,test,True
DE002670,T0105,test,True
DE002673,T0106,train,False
DE002676,T0106,train,False
DE002679,T0106,train,False
DE002682,T0106,train,False
DE002685,T0106,train,False
DE002688,T0106,train,False
DE002691,T0106,train,False
DE002694,T0106,train,False
DE002697,T0107,validation,False
DE002700,T0107,validation,False
DE002703,T0107,validation,False
DE002706,T0107,validation,False
DE002709,T0107,validation,False
DE002712,T0107,validation,False
DE002715,T0107,validation,False
DE002718,T0107,validation,False
DE002721,T0108,validation,True
DE002724,T0108,validation,True
DE002727,T0108,validation,True
DE002730,T0108,validation,True
DE002733,T0108,validation,True
DE002736,T0108,validation,True
DE002739,T0108,validation,True
DE002742,T0108,validation,True
DE002745,T0109,train,True
DE002748,T0109,train,True
DE002751,T0109,train,True
DE002754,T0109,train,True
DE002757,T0109,train,True
DE002760,T0109,train,True
DE002763,T0109,train,True
DE002766,T0109,train,True
DE002769,T0110,validation,True
DE002773,T0110,validation,True
DE002777,T0110,validation,True
DE002781,T0110,validation,True
DE002785,T0110,validation,True
DE002789,T0110,validation,True
DE002793,T0110,validation,True
DE002797,T0110,validation,True
DE002801,T0111,train,True
DE002804,T0111,train,True
DE002807,T0111,train,True
DE002810,T0111,train,True
DE002813,T0111,train,True
DE002816,T0111,train,True
DE002819,T0111,train,True
DE002822,T0111,train,True
DE002825,T0112,train,True
DE002828,T0112,train,True
DE002831,T0112,train,True
DE002834,T0112,train,True
DE002837,T0112,train,True
DE002840,T0112,train,True
DE002843,T0112,train,True
DE002846,T0112,train,True
DE002849,T0113,train,True
DE002852,T0113,train,True
DE002855,T0113,train,True
DE002858,T0113,train,True
DE002861,T0113,train,True
DE002864,T0113,train,True
DE002867,T0113,train,True
DE002870,T0113,train,True
DE002873,T0114,train,True
DE002876,T0114,train,True
DE002879,T0114,train,True
DE002882,T0114,train,True
DE002885,T0114,train,True
DE002888,T0114,train,True
DE002891,T0114,train,True
DE002894,T0114,train,True
DE002897,T0115,train,True
DE002900,T0115,train,True
DE002903,T0115,train,True
DE002906,T0115,train,True
DE002909,T0115,train,True
DE002912,T0115,train,True
DE002915,T0115,train,True
DE002918,T0115,train,True
DE002921,T0116,train,True
DE002924,T0116,train,True
DE002927,T0116,train,True
DE002930,T0116,train,True
DE002933,T0116,train,True
DE002936,T0116,train,True
DE002939,T0116,train,True
DE002942,T0116,train,True
DE002945,T0117,train,True
DE002948,T0117,train,True
DE002951,T0117,train,True
DE002954,T0117,train,True
DE002957,T0117,train,True
DE002960,T0117,train,True
DE002963,T0117,train,True
DE002966,T0117,train,True
DE002969,T0118,train,False
DE002972,T0118,train,False
DE002975,T0118,train,False
DE002978,T0118,train,False
DE002981,T0118,train,False
DE002984,T0118,train,False
DE002987,T0118,train,False
DE002990,T0118,train,False
DE002993,T0119,test,False
DE002996,T0119,test,False
DE002999,T0119,test,False
DE003002,T0119,test,False
DE003005,T0119,test,False
DE003008,T0119,test,False
DE003011,T0119,test,False
DE003014,T0119,test,False
DE003017,T0120,train,False
DE003020,T0120,train,False
DE003023,T0120,train,False
DE003026,T0120,train,False
DE003029,T0120,train,False
DE003032,T0120,train,False
DE003035,T0120,train,False
DE003038,T0120,train,False
DE003041,T0121,test,False
DE003044,T0121,test,False
DE003047,T0121,test,False
DE003050,T0121,test,False
DE003053,T0121,test,False
DE003056,T0121,test,False
DE003059,T0121,test,False
DE003062,T0121,test,False
DE003065,T0122,train,True
DE003068,T0122,train,True
DE003071,T0122,train,True
DE003074,T0122,train,True
DE003077,T0122,train,True
DE003080,T0122,train,True
DE003083,T0122,train,True
DE003086,T0122,train,True
DE003089,T0123,test,True
DE003093,T0123,test,True
DE003097,T0123,test,True
DE003101,T0123,test,True
DE003105,T0123,test,True
DE003109,T0123,test,True
DE003113,T0123,test,True
DE003117,T0123,test,True
DE003121,T0124,validation,True
DE003124,T0124,validation,True
DE003127,T0124,validation,True
DE003130,T0124,validation,True
DE003133,T0124,validation,True
DE003136,T0124,validation,True
DE003139,T0124,validation,True
DE003142,T0124,validation,True
DE003145,T0125,train,True
DE003148,T0125,train,True
DE003151,T0125,train,True
DE003154,T0125,train,True
DE003157,T0125,train,True
DE003160,T0125,train,True
DE003163,T0125,train,True
DE003166,T0125,train,True
DE003169,T0126,train,True
DE003173,T0126,train,True
DE003177,T0126,train,True
DE003181,T0126,train,True
DE003185,T0126,train,True
DE003189,T0126,train,True
DE003193,T0126,train,True
DE003197,T0126,train,True
DE003201,T0127,test,False
DE003204,T0127,test,False
DE003207,T0127,test,False
DE003210,T0127,test,False
DE003213,T0127,test,False
DE003216,T0127,test,False
DE003219,T0127,test,False
DE003222,T0127,test,False
DE003225,T0128,train,False
DE003228,T0128,train,False
DE003231,T0128,train,False
DE003234,T0128,train,False
DE003237,T0128,train,False
DE003240,T0128,train,False
DE003243,T0128,train,False
DE003246,T0128,train,False
DE003249,T0129,train,True
DE003253,T0129,train,True
DE003257,T0129,train,True
DE003261,T0129,train,True
DE003265,T0129,train,True
DE003269,T0129,train,True
DE003273,T0129,train,True
DE003277,T0129,train,True
DE003281,T0130,validation,True
DE003284,T0130,validation,True
DE003287,T0130,validation,True
DE003290,T0130,validation,True
DE003293,T0130,validation,True
DE003296,T0130,validation,True
DE003299,T0130,validation,True
DE003302,T0130,validation,True
DE003305,T0131,test,True
DE003309,T0131,test,True
DE003313,T0131,test,True
DE003317,T0131,test,True
DE003321,T0131,test,True
DE003325,T0131,test,True
DE003329,T0131,test,True
DE003333,T0131,test,True
DE003337,T0132,train,True
DE003341,T0132,train,True
DE003345,T0132,train,True
DE003349,T0132,train,True
DE003353,T0132,train,True
DE003357,T0132,train,True
DE003361,T0132,train,True
DE003365,T0132,train,True
DE003369,T0133,train,True
DE003372,T0133,train,True
DE003375,T0133,train,True
DE003378,T0133,train,True
DE003381,T0133,train,True
DE003384,T0133,train,True
DE003387,T0133,train,True
DE003390,T0133,train,True
