event_id,trip_id,timestamp,snapshot_index,split,current_soc_pct,estimated_remaining_range_km,remaining_trip_distance_km,safety_reserve_km,consumption_wh_per_km,minimum_safe_soc_pct,battery_capacity_kwh,usable_capacity_kwh,charging_supported,swap_supported,vehicle_type,vehicle_model,trip_progress_pct
DE000129,T0005,2026-09-01T06:44:15.025167200+07:00,7,train,7.821,5.6,1.65,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,78.01
DE000133,T0005,2026-09-01T06:46:49.564413+07:00,8,train,6.384,4.57,0.621,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,91.72
DE000137,T0006,2026-09-01T06:37:10.263133714+07:00,1,train,17.318,12.39,5.356,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,8.35
DE000141,T0006,2026-09-01T06:38:53.426400+07:00,2,train,16.317,11.68,4.639,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,20.61
DE000145,T0006,2026-09-01T06:40:24.833644499+07:00,3,train,15.339,10.98,3.939,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,32.59
DE000149,T0006,2026-09-01T06:41:50.422645500+07:00,4,train,14.32,10.25,3.21,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,45.06
DE000153,T0006,2026-09-01T06:43:29.808917500+07:00,5,train,13.326,9.54,2.499,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,57.24
DE000157,T0006,2026-09-01T06:44:46.732301+07:00,6,train,12.458,8.91,1.878,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,67.86
DE000161,T0006,2026-09-01T06:46:04.472258+07:00,7,train,11.508,8.23,1.198,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,79.49
DE000165,T0006,2026-09-01T06:47:45.627608+07:00,8,train,10.503,7.52,0.479,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,91.8
DE000169,T0007,2026-09-01T06:42:50.555800+07:00,1,train,17.918,54.95,2.81,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,8.25
DE000172,T0007,2026-09-01T06:44:03.889599999+07:00,2,train,17.798,54.58,2.443,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,20.22
DE000175,T0007,2026-09-01T06:45:17.871599999+07:00,3,train,17.677,54.21,2.073,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,32.3
DE000178,T0007,2026-09-01T06:46:29.952999999+07:00,4,train,17.56,53.85,1.713,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,44.07
DE000181,T0007,2026-09-01T06:47:47.505199999+07:00,5,train,17.433,53.46,1.325,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,56.73
DE000184,T0007,2026-09-01T06:48:57.268799999+07:00,6,train,17.32,53.11,0.976,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,68.12
DE000187,T0007,2026-09-01T06:50:12.875799999+07:00,7,train,17.196,52.74,0.598,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,80.46
DE000190,T0007,2026-09-01T06:51:26.902399999+07:00,8,train,17.076,52.37,0.228,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,92.55
DE000193,T0008,2026-09-01T06:49:23.037023999+07:00,1,train,17.812,54.62,6.224,1.0,150.0,15.0,87.7,80.68,True,False,EV_CAR,VF_8,8.48
DE000196,T0008,2026-09-01T06:51:17.221265999+07:00,2,train,17.552,53.83,5.427,1.0,150.0,15.0,87.7,80.68,True,False,EV_CAR,VF_8,20.2
DE000199,T0008,2026-09-01T06:53:12.342018499+07:00,3,train,17.291,53.03,4.627,1.0,150.0,15.0,87.7,80.68,True,False,EV_CAR,VF_8,31.96
DE000202,T0008,2026-09-01T06:55:15.970366499+07:00,4,train,17.014,52.18,3.778,1.0,150.0,15.0,87.7,80.68,True,False,EV_CAR,VF_8,44.45
DE000205,T0008,2026-09-01T06:57:28.757502499+07:00,5,train,16.747,51.36,2.957,1.0,150.0,15.0,87.7,80.68,True,False,EV_CAR,VF_8,56.52
DE000208,T0008,2026-09-01T06:59:45.801854499+07:00,6,train,16.469,50.51,2.107,1.0,150.0,15.0,87.7,80.68,True,False,EV_CAR,VF_8,69.02
DE000211,T0008,2026-09-01T07:01:36.423806499+07:00,7,train,16.198,49.67,1.275,1.0,150.0,15.0,87.7,80.68,True,False,EV_CAR,VF_8,81.26
DE000214,T0008,2026-09-01T07:03:23.087513499+07:00,8,train,15.932,48.86,0.46,1.0,150.0,15.0,87.7,80.68,True,False,EV_CAR,VF_8,93.23
DE000217,T0009,2026-09-01T06:55:02.419079999+07:00,1,train,17.454,12.49,4.408,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,FELIZ_II,8.15
DE000221,T0009,2026-09-01T06:56:27.053619428+07:00,2,train,16.632,11.9,3.821,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,FELIZ_II,20.39
DE000225,T0009,2026-09-01T06:57:47.572103999+07:00,3,train,15.817,11.32,3.237,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,FELIZ_II,32.55
DE000229,T0009,2026-09-01T06:59:30.937551999+07:00,4,train,15.078,10.79,2.708,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,FELIZ_II,43.57
DE000233,T0009,2026-09-01T07:00:55.226800+07:00,5,train,14.26,10.2,2.123,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,FELIZ_II,55.77
DE000237,T0009,2026-09-01T07:02:19.239712+07:00,6,train,13.444,9.62,1.539,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,FELIZ_II,67.93
DE000241,T0009,2026-09-01T07:03:55.458002285+07:00,7,train,12.619,9.03,0.949,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,FELIZ_II,80.23
DE000245,T0009,2026-09-01T07:05:19.956400+07:00,8,train,11.799,8.44,0.362,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,FELIZ_II,92.45
DE000249,T0010,2026-09-01T07:00:51.673824+07:00,1,train,17.883,54.84,4.144,1.0,150.0,15.0,123.0,113.16,True,False,EV_CAR,VF_9,7.97
DE000252,T0010,2026-09-01T07:02:07.779407999+07:00,2,train,17.711,54.31,3.615,1.0,150.0,15.0,123.0,113.16,True,False,EV_CAR,VF_9,19.71
DE000255,T0010,2026-09-01T07:03:27.314928+07:00,3,train,17.531,53.76,3.063,1.0,150.0,15.0,123.0,113.16,True,False,EV_CAR,VF_9,31.97
DE000258,T0010,2026-09-01T07:04:46.406352+07:00,4,train,17.351,53.21,2.514,1.0,150.0,15.0,123.0,113.16,True,False,EV_CAR,VF_9,44.17
DE000261,T0010,2026-09-01T07:06:04.679712+07:00,5,train,17.174,52.67,1.97,1.0,150.0,15.0,123.0,113.16,True,False,EV_CAR,VF_9,56.25
DE000264,T0010,2026-09-01T07:07:25.033296+07:00,6,train,16.992,52.11,1.412,1.0,150.0,15.0,123.0,113.16,True,False,EV_CAR,VF_9,68.64
DE000267,T0010,2026-09-01T07:08:41.138880+07:00,7,train,16.82,51.58,0.884,1.0,150.0,15.0,123.0,113.16,True,False,EV_CAR,VF_9,80.38
DE000270,T0010,2026-09-01T07:09:57.624000+07:00,8,train,16.647,51.05,0.352,1.0,150.0,15.0,123.0,113.16,True,False,EV_CAR,VF_9,92.17
DE000273,T0011,2026-09-01T07:07:33.987727999+07:00,1,test,17.762,54.47,8.364,1.255,150.0,15.0,41.9,38.55,True,False,EV_CAR,VF_E34,7.24
DE000276,T0011,2026-09-01T07:10:11.334479999+07:00,2,test,17.363,53.25,7.271,1.091,150.0,15.0,41.9,38.55,True,False,EV_CAR,VF_E34,19.36
DE000279,T0011,2026-09-01T07:12:46.447488+07:00,3,test,16.969,52.04,6.194,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,VF_E34,31.3
DE000282,T0011,2026-09-01T07:14:57.207574500+07:00,4,test,16.633,51.01,5.274,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,VF_E34,41.51
DE000285,T0011,2026-09-01T07:17:39.998312571+07:00,5,test,16.206,49.7,4.104,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,VF_E34,54.49
DE000288,T0011,2026-09-01T07:20:25.337638499+07:00,6,test,15.761,48.33,2.885,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,VF_E34,68.0
DE000291,T0011,2026-09-01T07:22:59.591644499+07:00,7,test,15.354,47.09,1.772,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,VF_E34,80.35
DE000294,T0011,2026-09-01T07:25:33.368417142+07:00,8,test,14.955,45.86,0.679,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,VF_E34,92.47
DE000297,T0012,2026-09-01T07:12:54.673391020+07:00,1,train,6.257,4.48,6.123,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,VIPER,7.99
DE000301,T0012,2026-09-01T07:14:12.203520+07:00,2,train,5.204,3.72,5.369,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,VIPER,19.31
DE000305,T0012,2026-09-01T07:15:27.397625142+07:00,3,train,4.182,2.99,4.638,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,VIPER,30.3
DE000309,T0012,2026-09-01T07:16:52.514811428+07:00,4,train,3.026,2.16,3.811,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,VIPER,42.74
DE000313,T0012,2026-09-01T07:18:38.456619428+07:00,5,train,1.843,1.32,2.964,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,VIPER,55.45
DE000317,T0012,2026-09-01T07:20:30.744631969+07:00,6,train,0.753,0.54,2.184,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,VIPER,67.17
DE000321,T0012,2026-09-01T07:22:23.752415999+07:00,7,train,0.0,0.0,1.378,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,VIPER,79.29
DE000325,T0012,2026-09-01T07:24:10.349460395+07:00,8,train,0.0,0.0,0.545,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,VIPER,91.81
DE000329,T0013,2026-09-01T07:18:41.514528+07:00,1,test,87.316,267.77,3.569,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,NERIO_GREEN,8.11
DE000332,T0013,2026-09-01T07:19:50.823648+07:00,2,test,87.159,267.29,3.088,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,NERIO_GREEN,20.5
DE000335,T0013,2026-09-01T07:20:55.259771999+07:00,3,test,87.01,266.83,2.631,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,NERIO_GREEN,32.25
DE000338,T0013,2026-09-01T07:21:46.338006857+07:00,4,test,86.853,266.35,2.151,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,NERIO_GREEN,44.63
DE000341,T0013,2026-09-01T07:22:49.326147428+07:00,5,test,86.698,265.87,1.674,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,NERIO_GREEN,56.89
DE000344,T0013,2026-09-01T07:23:37.202203700+07:00,6,test,86.544,265.4,1.203,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,NERIO_GREEN,69.04
DE000347,T0013,2026-09-01T07:24:21.127478857+07:00,7,test,86.401,264.96,0.763,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,NERIO_GREEN,80.35
DE000350,T0013,2026-09-01T07:25:01.782915857+07:00,8,test,86.253,264.51,0.312,1.0,150.0,15.0,41.9,38.55,True,False,EV_CAR,NERIO_GREEN,91.98
DE000353,T0014,2026-09-01T07:25:26.058874285+07:00,1,test,64.819,198.78,7.719,1.158,150.0,15.0,18.64,17.15,True,False,EV_CAR,VF_3,7.38
DE000356,T0014,2026-09-01T07:27:42.865714285+07:00,2,test,64.49,197.77,6.708,1.006,150.0,15.0,18.64,17.15,True,False,EV_CAR,VF_3,19.51
DE000359,T0014,2026-09-01T07:29:44.266292571+07:00,3,test,64.209,196.91,5.847,1.0,150.0,15.0,18.64,17.15,True,False,EV_CAR,VF_3,29.83
DE000362,T0014,2026-09-01T07:32:14.661384+07:00,4,test,63.85,195.81,4.746,1.0,150.0,15.0,18.64,17.15,True,False,EV_CAR,VF_3,43.05
DE000365,T0014,2026-09-01T07:34:31.011579428+07:00,5,test,63.523,194.8,3.743,1.0,150.0,15.0,18.64,17.15,True,False,EV_CAR,VF_3,55.09
DE000368,T0014,2026-09-01T07:36:45.189925714+07:00,6,test,63.202,193.82,2.76,1.0,150.0,15.0,18.64,17.15,True,False,EV_CAR,VF_3,66.88
DE000371,T0014,2026-09-01T07:39:03.950084571+07:00,7,test,62.86,192.77,1.71,1.0,150.0,15.0,18.64,17.15,True,False,EV_CAR,VF_3,79.48
DE000374,T0014,2026-09-01T07:41:30.324685714+07:00,8,test,62.519,191.72,0.663,1.0,150.0,15.0,18.64,17.15,True,False,EV_CAR,VF_3,92.05
DE000377,T0015,2026-09-01T07:30:25.937856+07:00,1,train,72.859,52.13,1.866,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,8.8
DE000381,T0015,2026-09-01T07:31:02.452799999+07:00,2,train,72.505,51.88,1.612,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,21.2
DE000385,T0015,2026-09-01T07:31:36.902711999+07:00,3,train,72.17,51.64,1.373,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,32.89
DE000389,T0015,2026-09-01T07:32:11.357721599+07:00,4,train,71.836,51.4,1.134,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,44.59
DE000393,T0015,2026-09-01T07:32:56.357439999+07:00,5,train,71.46,51.13,0.864,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,57.75
DE000397,T0015,2026-09-01T07:33:31.053627999+07:00,6,train,71.123,50.89,0.623,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,69.52
DE000401,T0015,2026-09-01T07:34:04.617471999+07:00,7,train,70.797,50.66,0.39,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,80.92
DE000405,T0015,2026-09-01T07:34:39.357314909+07:00,8,train,70.46,50.42,0.149,1.0,45.0,15.0,3.0,2.76,True,True,EV_MOTORBIKE,EVO,92.71
DE000409,T0016,2026-09-01T07:37:51.533498666+07:00,1,train,47.353,145.22,6.856,1.028,150.0,15.0,37.23,34.25,True,False,EV_CAR,VF_5,8.05
DE000412,T0016,2026-09-01T07:40:47.586869999+07:00,2,train,47.047,144.28,5.917,1.0,150.0,15.0,37.23,34.25,True,False,EV_CAR,VF_5,20.64
DE000415,T0016,2026-09-01T07:43:24.018967999+07:00,3,train,46.752,143.37,5.013,1.0,150.0,15.0,37.23,34.25,True,False,EV_CAR,VF_5,32.77
DE000418,T0016,2026-09-01T07:45:49.022805333+07:00,4,train,46.474,142.52,4.162,1.0,150.0,15.0,37.23,34.25,True,False,EV_CAR,VF_5,44.18
DE000421,T0016,2026-09-01T07:48:51.022772+07:00,5,train,46.178,141.61,3.252,1.0,150.0,15.0,37.23,34.25,True,False,EV_CAR,VF_5,56.39
DE000424,T0016,2026-09-01T07:51:46.038631999+07:00,6,train,45.889,140.73,2.365,1.0,150.0,15.0,37.23,34.25,True,False,EV_CAR,VF_5,68.28
DE000427,T0016,2026-09-01T07:54:53.814831999+07:00,7,train,45.582,139.79,1.426,1.0,150.0,15.0,37.23,34.25,True,False,EV_CAR,VF_5,80.87
DE000430,T0016,2026-09-01T07:57:38.266897142+07:00,8,train,45.288,138.88,0.523,1.0,150.0,15.0,37.23,34.25,True,False,EV_CAR,VF_5,92.99
DE000433,T0017,2026-09-01T07:43:15.775776+07:00,1,train,17.828,54.67,6.597,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_6,7.39
DE000436,T0017,2026-09-01T07:45:19.863360+07:00,2,train,17.547,53.81,5.735,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_6,19.49
DE000439,T0017,2026-09-01T07:47:22.045632+07:00,3,train,17.271,52.96,4.886,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_6,31.4
DE000442,T0017,2026-09-01T07:49:20.885808+07:00,4,train,17.002,52.14,4.061,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_6,42.98
DE000445,T0017,2026-09-01T07:51:31.780800+07:00,5,train,16.705,51.23,3.152,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_6,55.75
DE000448,T0017,2026-09-01T07:53:38.972400+07:00,6,train,16.417,50.35,2.269,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_6,68.15
DE000451,T0017,2026-09-01T07:55:38.814960+07:00,7,train,16.146,49.51,1.437,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_6,79.83
DE000454,T0017,2026-09-01T07:57:44.059536+07:00,8,train,15.862,48.64,0.567,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_6,92.04
DE000457,T0018,2026-09-01T07:49:35.892799999+07:00,1,train,17.33,12.4,5.068,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,8.64
DE000461,T0018,2026-09-01T07:51:39.786456+07:00,2,train,16.422,11.75,4.418,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,20.35
DE000465,T0018,2026-09-01T07:53:45.606758857+07:00,3,train,15.492,11.09,3.753,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,32.35
DE000469,T0018,2026-09-01T07:55:39.135358857+07:00,4,train,14.698,10.52,3.185,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,42.59
DE000473,T0018,2026-09-01T07:57:35.464478545+07:00,5,train,13.714,9.81,2.481,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,55.28
DE000477,T0018,2026-09-01T07:59:15.683071999+07:00,6,train,12.741,9.12,1.785,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,67.83
DE000481,T0018,2026-09-01T08:00:58.240551999+07:00,7,train,11.79,8.44,1.104,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,80.1
DE000485,T0018,2026-09-01T08:02:41.149130909+07:00,8,train,10.791,7.72,0.389,1.0,45.0,15.0,1.5,1.38,True,True,EV_MOTORBIKE,EVO_LITE,92.99
DE000489,T0019,2026-09-01T07:55:43.063137500+07:00,1,train,17.822,54.65,6.644,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_7_ECO,7.59
DE000492,T0019,2026-09-01T07:58:03.102111+07:00,2,train,17.529,53.76,5.744,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_7_ECO,20.1
DE000495,T0019,2026-09-01T08:00:19.624822499+07:00,3,train,17.235,52.85,4.842,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_7_ECO,32.65
DE000498,T0019,2026-09-01T08:02:57.393522500+07:00,4,train,16.977,52.06,4.053,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_7_ECO,43.62
DE000501,T0019,2026-09-01T08:05:43.282122500+07:00,5,train,16.707,51.23,3.223,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_7_ECO,55.16
DE000504,T0019,2026-09-01T08:08:03.443231875+07:00,6,train,16.407,50.31,2.303,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_7_ECO,67.96
DE000507,T0019,2026-09-01T08:10:28.759012500+07:00,7,train,16.142,49.5,1.49,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_7_ECO,79.27
DE000510,T0019,2026-09-01T08:13:07.651109166+07:00,8,train,15.864,48.65,0.638,1.0,150.0,15.0,59.6,54.83,True,False,EV_CAR,VF_7_ECO,91.13
DE000513,T0020,2026-09-01T08:00:51.962785071+07:00,1,train,17.864,54.78,4.809,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,7.98
DE000516,T0020,2026-09-01T08:02:03.747060499+07:00,2,train,17.68,54.22,4.244,1.0,150.0,15.0,75.3,69.28,True,False,EV_CAR,VF_7_PLUS,18.79
