event_id,trip_id,timestamp,snapshot_index,trip_progress_pct,current_soc_pct,estimated_remaining_range_km,remaining_trip_distance_km,safety_reserve_km,consumption_wh_per_km,minimum_safe_soc_pct,charging_supported,swap_supported,charging_interface_class,battery_type,vehicle_model,vehicle_type,vehicle_id,battery_capacity_kwh,usable_capacity_kwh,public_swap_compatible,split,allowed_service_types,need_service,resolved_service_type
DE000016,T0001,2026-09-01T06:10:07.527992368+07:00,6,66.85,84.265,258.41,1.173,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],False,
DE000017,T0001,2026-09-01T06:10:07.527992368+07:00,6,66.85,84.265,258.41,1.173,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],True,CHARGING
DE000018,T0001,2026-09-01T06:10:07.527992368+07:00,6,66.85,84.265,258.41,1.173,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],True,
DE000019,T0001,2026-09-01T06:10:46.140895714+07:00,7,78.92,84.126,257.99,0.746,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],False,
DE000020,T0001,2026-09-01T06:10:46.140895714+07:00,7,78.92,84.126,257.99,0.746,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],True,CHARGING
DE000021,T0001,2026-09-01T06:10:46.140895714+07:00,7,78.92,84.126,257.99,0.746,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],True,
DE000022,T0001,2026-09-01T06:11:39.196494623+07:00,8,92.21,83.972,257.52,0.276,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],False,
DE000023,T0001,2026-09-01T06:11:39.196494623+07:00,8,92.21,83.972,257.52,0.276,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],True,CHARGING
DE000024,T0001,2026-09-01T06:11:39.196494623+07:00,8,92.21,83.972,257.52,0.276,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_3,EV_CAR,V0001,18.64,17.15,False,train,['CHARGING'],True,
DE000025,T0002,2026-09-01T06:12:59.973648+07:00,1,8.36,83.55,256.22,4.302,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],False,
DE000026,T0002,2026-09-01T06:12:59.973648+07:00,1,8.36,83.55,256.22,4.302,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,CHARGING
DE000027,T0002,2026-09-01T06:12:59.973648+07:00,1,8.36,83.55,256.22,4.302,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,
DE000028,T0002,2026-09-01T06:14:29.475520+07:00,2,20.75,83.36,255.64,3.72,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],False,
DE000029,T0002,2026-09-01T06:14:29.475520+07:00,2,20.75,83.36,255.64,3.72,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,CHARGING
DE000030,T0002,2026-09-01T06:14:29.475520+07:00,2,20.75,83.36,255.64,3.72,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,
DE000031,T0002,2026-09-01T06:15:50.271304+07:00,3,32.7,83.177,255.08,3.159,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],False,
DE000032,T0002,2026-09-01T06:15:50.271304+07:00,3,32.7,83.177,255.08,3.159,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,CHARGING
DE000033,T0002,2026-09-01T06:15:50.271304+07:00,3,32.7,83.177,255.08,3.159,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,
DE000034,T0002,2026-09-01T06:17:08.894307076+07:00,4,44.33,82.999,254.53,2.613,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],False,
DE000035,T0002,2026-09-01T06:17:08.894307076+07:00,4,44.33,82.999,254.53,2.613,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,CHARGING
DE000036,T0002,2026-09-01T06:17:08.894307076+07:00,4,44.33,82.999,254.53,2.613,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,
DE000037,T0002,2026-09-01T06:18:35.129992+07:00,5,57.09,82.804,253.93,2.014,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],False,
DE000038,T0002,2026-09-01T06:18:35.129992+07:00,5,57.09,82.804,253.93,2.014,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,CHARGING
DE000039,T0002,2026-09-01T06:18:35.129992+07:00,5,57.09,82.804,253.93,2.014,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,
DE000040,T0002,2026-09-01T06:19:54.822400+07:00,6,68.88,82.623,253.38,1.461,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],False,
DE000041,T0002,2026-09-01T06:19:54.822400+07:00,6,68.88,82.623,253.38,1.461,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,CHARGING
DE000042,T0002,2026-09-01T06:19:54.822400+07:00,6,68.88,82.623,253.38,1.461,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,
DE000043,T0002,2026-09-01T06:21:15.672136+07:00,7,80.84,82.44,252.82,0.899,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],False,
DE000044,T0002,2026-09-01T06:21:15.672136+07:00,7,80.84,82.44,252.82,0.899,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,CHARGING
DE000045,T0002,2026-09-01T06:21:15.672136+07:00,7,80.84,82.44,252.82,0.899,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,
DE000046,T0002,2026-09-01T06:22:36.505806999+07:00,8,92.8,82.257,252.26,0.338,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],False,
DE000047,T0002,2026-09-01T06:22:36.505806999+07:00,8,92.8,82.257,252.26,0.338,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,CHARGING
DE000048,T0002,2026-09-01T06:22:36.505806999+07:00,8,92.8,82.257,252.26,0.338,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_5,EV_CAR,V0002,37.23,34.25,False,train,['CHARGING'],True,
DE000049,T0003,2026-09-01T06:18:53.642324999+07:00,1,6.41,11.563,8.27,4.569,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000050,T0003,2026-09-01T06:18:53.642324999+07:00,1,6.41,11.563,8.27,4.569,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,CHARGING
DE000051,T0003,2026-09-01T06:18:53.642324999+07:00,1,6.41,11.563,8.27,4.569,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,BATTERY_SWAP
DE000052,T0003,2026-09-01T06:18:53.642324999+07:00,1,6.41,11.563,8.27,4.569,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000053,T0003,2026-09-01T06:20:41.441412499+07:00,2,19.4,10.677,7.64,3.935,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000054,T0003,2026-09-01T06:20:41.441412499+07:00,2,19.4,10.677,7.64,3.935,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,CHARGING
DE000055,T0003,2026-09-01T06:20:41.441412499+07:00,2,19.4,10.677,7.64,3.935,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,BATTERY_SWAP
DE000056,T0003,2026-09-01T06:20:41.441412499+07:00,2,19.4,10.677,7.64,3.935,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000057,T0003,2026-09-01T06:22:39.349012499+07:00,3,31.47,9.853,7.05,3.346,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000058,T0003,2026-09-01T06:22:39.349012499+07:00,3,31.47,9.853,7.05,3.346,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,CHARGING
DE000059,T0003,2026-09-01T06:22:39.349012499+07:00,3,31.47,9.853,7.05,3.346,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,BATTERY_SWAP
DE000060,T0003,2026-09-01T06:22:39.349012499+07:00,3,31.47,9.853,7.05,3.346,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000061,T0003,2026-09-01T06:24:33.776412499+07:00,4,43.19,9.053,6.48,2.774,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000062,T0003,2026-09-01T06:24:33.776412499+07:00,4,43.19,9.053,6.48,2.774,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,CHARGING
DE000063,T0003,2026-09-01T06:24:33.776412499+07:00,4,43.19,9.053,6.48,2.774,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,BATTERY_SWAP
DE000064,T0003,2026-09-01T06:24:33.776412499+07:00,4,43.19,9.053,6.48,2.774,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000065,T0003,2026-09-01T06:26:06.844324999+07:00,5,53.83,8.327,5.96,2.254,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000066,T0003,2026-09-01T06:26:06.844324999+07:00,5,53.83,8.327,5.96,2.254,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,CHARGING
DE000067,T0003,2026-09-01T06:26:06.844324999+07:00,5,53.83,8.327,5.96,2.254,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,BATTERY_SWAP
DE000068,T0003,2026-09-01T06:26:06.844324999+07:00,5,53.83,8.327,5.96,2.254,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000069,T0003,2026-09-01T06:27:37.092981+07:00,6,66.52,7.461,5.34,1.635,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000070,T0003,2026-09-01T06:27:37.092981+07:00,6,66.52,7.461,5.34,1.635,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,CHARGING
DE000071,T0003,2026-09-01T06:27:37.092981+07:00,6,66.52,7.461,5.34,1.635,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,BATTERY_SWAP
DE000072,T0003,2026-09-01T06:27:37.092981+07:00,6,66.52,7.461,5.34,1.635,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000073,T0003,2026-09-01T06:29:02.421265500+07:00,7,78.99,6.611,4.73,1.026,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000074,T0003,2026-09-01T06:29:02.421265500+07:00,7,78.99,6.611,4.73,1.026,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,CHARGING
DE000075,T0003,2026-09-01T06:29:02.421265500+07:00,7,78.99,6.611,4.73,1.026,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,BATTERY_SWAP
DE000076,T0003,2026-09-01T06:29:02.421265500+07:00,7,78.99,6.611,4.73,1.026,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000077,T0003,2026-09-01T06:30:22.687009875+07:00,8,91.54,5.754,4.12,0.413,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000078,T0003,2026-09-01T06:30:22.687009875+07:00,8,91.54,5.754,4.12,0.413,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,CHARGING
DE000079,T0003,2026-09-01T06:30:22.687009875+07:00,8,91.54,5.754,4.12,0.413,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,BATTERY_SWAP
DE000080,T0003,2026-09-01T06:30:22.687009875+07:00,8,91.54,5.754,4.12,0.413,1.0,45.0,15.0,True,True,VINFAST_MOTORCYCLE_CHARGING,VINFAST_SWAP_LFP_1_5_KWH,EVO,EV_MOTORBIKE,V0003,3.0,2.76,True,validation,"['CHARGING', 'BATTERY_SWAP']",True,
DE000081,T0004,2026-09-01T06:24:48.469104+07:00,1,8.19,17.89,54.86,3.774,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000082,T0004,2026-09-01T06:24:48.469104+07:00,1,8.19,17.89,54.86,3.774,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000083,T0004,2026-09-01T06:24:48.469104+07:00,1,8.19,17.89,54.86,3.774,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,
DE000084,T0004,2026-09-01T06:25:58.840536+07:00,2,20.08,17.731,54.37,3.285,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000085,T0004,2026-09-01T06:25:58.840536+07:00,2,20.08,17.731,54.37,3.285,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000086,T0004,2026-09-01T06:25:58.840536+07:00,2,20.08,17.731,54.37,3.285,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,
DE000087,T0004,2026-09-01T06:27:26.413844500+07:00,3,32.14,17.569,53.88,2.789,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000088,T0004,2026-09-01T06:27:26.413844500+07:00,3,32.14,17.569,53.88,2.789,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000089,T0004,2026-09-01T06:27:26.413844500+07:00,3,32.14,17.569,53.88,2.789,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,
DE000090,T0004,2026-09-01T06:28:21.508355660+07:00,4,43.55,17.416,53.41,2.321,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000091,T0004,2026-09-01T06:28:21.508355660+07:00,4,43.55,17.416,53.41,2.321,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000092,T0004,2026-09-01T06:28:21.508355660+07:00,4,43.55,17.416,53.41,2.321,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,
DE000093,T0004,2026-09-01T06:29:16.900256285+07:00,5,55.3,17.259,52.93,1.838,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
DE000094,T0004,2026-09-01T06:29:16.900256285+07:00,5,55.3,17.259,52.93,1.838,1.0,150.0,15.0,True,False,CCS2_TYPE2,FIXED_TRACTION_PACK,VF_6,EV_CAR,V0004,59.6,54.83,False,train,['CHARGING'],True,CHARGING
