event_id,trip_id,station_id,service_type,split,eligible_candidate_count,ranking_group_size,is_ltr_group,candidate_eligible,driver_to_station_distance_m,driver_to_station_eta_min,station_to_destination_distance_m,station_to_destination_eta_min,direct_driver_to_destination_distance_m,direct_driver_to_destination_eta_min,detour_distance_m,detour_time_min,traffic_delay_factor_driver_leg,traffic_delay_factor_station_leg,traffic_adjusted_eta_min,queue_wait_min,service_time_min,total_eta_min,available_capacity,operating_status,soc_feasible,ranking_cost_label,reference_rank,is_reference_best
DE000081,T0004,S016,CHARGING,train,20,8,True,True,15055.0,16.474,16456.8,17.868,3774.0,8.563,27737.8,25.779,1.076,1.141,38.113,0.0,18.0,56.113,4,OPEN,True,116.6331,8,False
DE000084,T0004,S001,CHARGING,train,20,8,True,True,3284.1,5.111,3016.9,5.022,3285.0,7.39,3016.0,2.743,1.059,1.141,11.143,0.0,18.0,29.143,4,OPEN,True,34.461,1,True
DE000084,T0004,S002,CHARGING,train,20,8,True,True,8526.6,8.349,9976.4,11.021,3285.0,7.39,15218.0,11.981,1.059,1.141,21.417,0.0,18.0,39.417,5,OPEN,True,71.0984,2,False
DE000084,T0004,S005,CHARGING,train,20,8,True,True,7974.7,11.263,9542.2,13.571,3285.0,7.39,14231.9,17.444,1.059,1.141,27.411,0.0,18.0,45.411,3,OPEN,True,77.1861,3,False
DE000084,T0004,S004,CHARGING,train,20,8,True,True,9349.3,9.304,10821.9,11.897,3285.0,7.39,16886.2,13.811,1.059,1.141,23.427,0.0,18.0,41.427,3,OPEN,True,77.6026,4,False
DE000084,T0004,S013,CHARGING,train,20,8,True,True,9894.6,11.32,11160.3,15.669,3285.0,7.39,17769.9,19.599,1.059,1.141,29.866,0.0,18.0,47.866,5,OPEN,True,86.5552,5,False
DE000084,T0004,S017,CHARGING,train,20,8,True,True,12141.3,14.005,14004.7,16.014,3285.0,7.39,22861.0,22.629,1.059,1.141,33.103,0.0,18.0,51.103,6,OPEN,True,100.3825,6,False
DE000084,T0004,S008,CHARGING,train,20,8,True,True,14241.1,14.87,14629.2,17.402,3285.0,7.39,25585.3,24.882,1.059,1.141,35.603,0.0,18.0,53.603,1,OPEN,True,110.6445,7,False
DE000084,T0004,S016,CHARGING,train,20,8,True,True,14650.1,15.664,16456.8,17.868,3285.0,7.39,27821.9,26.142,1.059,1.141,36.975,0.0,18.0,54.975,4,OPEN,True,115.7546,8,False
DE000087,T0004,S001,CHARGING,train,20,8,True,True,3227.0,5.016,3016.9,5.022,2789.0,5.93,3454.9,4.108,1.072,1.141,11.107,0.0,18.0,29.107,4,OPEN,True,35.644,1,True
DE000087,T0004,S002,CHARGING,train,20,8,True,True,8384.6,8.421,9976.4,11.021,2789.0,5.93,15572.0,13.512,1.072,1.141,21.603,0.0,18.0,39.603,5,OPEN,True,72.3748,2,False
DE000087,T0004,S005,CHARGING,train,20,8,True,True,8007.8,11.334,9542.2,13.571,2789.0,5.93,14761.0,18.975,1.072,1.141,27.635,0.0,18.0,45.635,3,OPEN,True,78.8505,3,False
DE000087,T0004,S004,CHARGING,train,20,8,True,True,9207.3,9.376,10821.9,11.897,2789.0,5.93,17240.2,15.342,1.072,1.141,23.625,0.0,18.0,41.625,3,OPEN,True,78.8913,4,False
DE000087,T0004,S013,CHARGING,train,20,8,True,True,9927.8,11.391,11160.3,15.669,2789.0,5.93,18299.1,21.13,1.072,1.141,30.09,0.0,18.0,48.09,5,OPEN,True,88.2205,5,False
DE000087,T0004,S017,CHARGING,train,20,8,True,True,12174.4,14.076,14004.7,16.014,2789.0,5.93,23390.1,24.16,1.072,1.141,33.362,0.0,18.0,51.362,6,OPEN,True,102.0825,6,False
DE000087,T0004,S008,CHARGING,train,20,8,True,True,14099.1,14.942,14629.2,17.402,2789.0,5.93,25939.3,26.414,1.072,1.141,35.874,0.0,18.0,53.874,1,OPEN,True,112.0056,7,False
DE000087,T0004,S016,CHARGING,train,20,8,True,True,14683.3,15.736,16456.8,17.868,2789.0,5.93,28351.1,27.673,1.072,1.141,37.256,0.0,18.0,55.256,4,OPEN,True,117.4764,8,False
DE000090,T0004,S001,CHARGING,train,20,8,True,True,2784.7,4.313,3016.9,5.022,2321.0,5.012,3480.6,4.323,1.309,1.141,11.376,0.0,18.0,29.376,4,OPEN,True,36.0185,1,True
DE000090,T0004,S002,CHARGING,train,20,8,True,True,8718.0,8.758,9976.4,11.021,2321.0,5.012,16373.4,14.767,1.309,1.141,24.039,0.0,18.0,42.039,5,OPEN,True,76.7279,2,False
DE000090,T0004,S004,CHARGING,train,20,8,True,True,9540.7,9.713,10821.9,11.897,2321.0,5.012,18041.6,16.597,1.309,1.141,26.288,0.0,18.0,44.288,3,OPEN,True,83.4708,3,False
DE000090,T0004,S005,CHARGING,train,20,8,True,True,8279.5,11.671,9542.2,13.571,2321.0,5.012,15500.7,20.23,1.309,1.141,30.762,0.0,18.0,48.762,3,OPEN,True,83.7708,4,False
DE000090,T0004,S013,CHARGING,train,20,8,True,True,10199.5,11.728,11160.3,15.669,2321.0,5.012,19038.8,22.385,1.309,1.141,33.23,0.0,18.0,51.23,5,OPEN,True,93.1543,5,False
DE000090,T0004,S017,CHARGING,train,20,8,True,True,12446.1,14.413,14004.7,16.014,2321.0,5.012,24129.8,25.415,1.309,1.141,37.139,0.0,18.0,55.139,6,OPEN,True,107.6526,6,False
DE000090,T0004,S008,CHARGING,train,20,8,True,True,14402.8,15.279,14629.2,17.402,2321.0,5.012,26711.0,27.669,1.309,1.141,39.856,0.0,18.0,57.856,1,OPEN,True,117.8448,7,False
DE000090,T0004,S016,CHARGING,train,20,8,True,True,14955.0,16.073,16456.8,17.868,2321.0,5.012,29090.8,28.928,1.309,1.141,41.426,0.0,18.0,59.426,4,OPEN,True,123.4398,8,False
DE000093,T0004,S001,CHARGING,train,20,8,True,True,2323.3,3.621,3016.9,5.022,1838.0,4.089,3502.2,4.555,1.097,1.141,9.703,0.0,18.0,27.703,4,OPEN,True,34.4459,1,True
DE000093,T0004,S002,CHARGING,train,20,8,True,True,8967.4,9.45,9976.4,11.021,1838.0,4.089,17105.8,16.382,1.097,1.141,22.942,0.0,18.0,40.942,5,OPEN,True,77.4991,2,False
DE000093,T0004,S004,CHARGING,train,20,8,True,True,9790.2,10.405,10821.9,11.897,1838.0,4.089,18774.1,18.213,1.097,1.141,24.988,0.0,18.0,42.988,3,OPEN,True,84.0397,3,False
DE000093,T0004,S005,CHARGING,train,20,8,True,True,8740.9,12.351,9542.2,13.571,1838.0,4.089,16445.1,21.833,1.097,1.141,29.033,0.0,18.0,47.033,3,OPEN,True,84.3316,4,False
DE000093,T0004,S013,CHARGING,train,20,8,True,True,10660.8,12.42,11160.3,15.669,1838.0,4.089,19983.1,24.0,1.097,1.141,31.503,0.0,18.0,49.503,5,OPEN,True,93.7195,5,False
DE000093,T0004,S017,CHARGING,train,20,8,True,True,12907.5,15.105,14004.7,16.014,1838.0,4.089,25074.2,27.031,1.097,1.141,34.843,0.0,18.0,52.843,6,OPEN,True,107.6489,6,False
DE000093,T0004,S008,CHARGING,train,20,8,True,True,13941.4,15.971,14629.2,17.402,1838.0,4.089,26732.6,29.284,1.097,1.141,37.376,0.0,18.0,55.376,1,OPEN,True,115.8119,7,False
DE000093,T0004,S016,CHARGING,train,20,8,True,True,15416.4,16.765,16456.8,17.868,1838.0,4.089,30035.2,30.544,1.097,1.141,38.778,0.0,18.0,56.778,4,OPEN,True,123.0843,8,False
DE000096,T0004,S001,CHARGING,train,19,8,True,True,2518.2,3.913,3016.9,5.022,1331.0,3.104,4204.1,5.832,1.259,1.143,10.668,0.0,18.0,28.668,4,OPEN,True,37.1337,1,True
DE000096,T0004,S002,CHARGING,train,19,8,True,True,8748.2,9.827,9976.4,11.021,1331.0,3.104,17393.6,17.744,1.259,1.143,24.969,0.0,18.0,42.969,4,OPEN,True,80.7925,2,False
DE000096,T0004,S004,CHARGING,train,19,8,True,True,9570.9,10.781,10821.9,11.897,1331.0,3.104,19061.8,19.574,1.259,1.143,27.172,0.0,18.0,45.172,4,OPEN,True,86.7893,3,False
DE000096,T0004,S005,CHARGING,train,19,8,True,True,8992.1,12.728,9542.2,13.571,1331.0,3.104,17203.3,23.194,1.259,1.143,31.536,0.0,18.0,49.536,2,OPEN,True,89.0408,4,False
DE000096,T0004,S013,CHARGING,train,19,8,True,True,10912.1,12.797,11160.3,15.669,1331.0,3.104,20741.4,25.362,1.259,1.143,34.021,0.0,18.0,52.021,4,OPEN,True,98.4444,5,False
DE000096,T0004,S017,CHARGING,train,19,8,True,True,12802.8,15.482,14004.7,16.014,1331.0,3.104,25476.5,28.392,1.259,1.143,37.796,0.0,18.0,55.796,6,OPEN,True,111.7474,6,False
DE000096,T0004,S008,CHARGING,train,19,8,True,True,13690.2,16.347,14629.2,17.402,1331.0,3.104,26988.4,30.646,1.259,1.143,40.472,0.0,18.0,58.472,2,OPEN,True,119.4104,7,False
DE000096,T0004,S016,CHARGING,train,19,8,True,True,15311.6,17.142,16456.8,17.868,1331.0,3.104,30437.4,31.905,1.259,1.143,42.004,0.0,18.0,60.004,4,OPEN,True,127.4551,8,False
DE000099,T0004,S001,CHARGING,train,19,8,True,True,2588.9,4.166,3016.9,5.022,826.0,1.983,4779.8,7.205,1.108,1.143,10.357,0.0,18.0,28.357,4,OPEN,True,38.3178,1,True
DE000099,T0004,S002,CHARGING,train,19,8,True,True,9264.9,10.08,9976.4,11.021,826.0,1.983,18415.3,19.118,1.108,1.143,23.766,0.0,18.0,41.766,4,OPEN,True,81.9756,2,False
DE000099,T0004,S004,CHARGING,train,19,8,True,True,10087.7,11.034,10821.9,11.897,826.0,1.983,20083.6,20.948,1.108,1.143,25.824,0.0,18.0,43.824,4,OPEN,True,87.8285,3,False
DE000099,T0004,S005,CHARGING,train,19,8,True,True,9062.7,12.98,9542.2,13.571,826.0,1.983,17778.9,24.568,1.108,1.143,29.894,0.0,18.0,47.894,2,OPEN,True,88.8937,4,False
DE000099,T0004,S013,CHARGING,train,19,8,True,True,10982.7,13.05,11160.3,15.669,826.0,1.983,21317.0,26.736,1.108,1.143,32.369,0.0,18.0,50.369,4,OPEN,True,98.2868,5,False
DE000099,T0004,S017,CHARGING,train,19,8,True,True,13229.4,15.735,14004.7,16.014,826.0,1.983,26408.1,29.766,1.108,1.143,35.739,0.0,18.0,53.739,6,OPEN,True,111.8963,6,False
DE000099,T0004,S008,CHARGING,train,19,8,True,True,14206.9,16.6,14629.2,17.402,826.0,1.983,28010.1,32.019,1.108,1.143,38.284,0.0,18.0,56.284,2,OPEN,True,119.6089,7,False
DE000099,T0004,S016,CHARGING,train,19,8,True,True,15738.2,17.394,16456.8,17.868,826.0,1.983,31369.0,33.279,1.108,1.143,39.696,0.0,18.0,57.696,4,OPEN,True,127.3535,8,False
DE000102,T0004,S001,CHARGING,train,19,8,True,True,2682.4,4.353,3016.9,5.022,317.0,0.761,5382.3,8.615,1.073,1.143,10.412,0.0,18.0,28.412,4,OPEN,True,39.9301,1,True
DE000102,T0004,S002,CHARGING,train,19,8,True,True,9358.5,10.267,9976.4,11.021,317.0,0.761,19017.9,20.527,1.073,1.143,23.614,0.0,18.0,41.614,4,OPEN,True,83.3811,2,False
DE000102,T0004,S004,CHARGING,train,19,8,True,True,10181.2,11.221,10821.9,11.897,317.0,0.761,20686.1,22.358,1.073,1.143,25.639,0.0,18.0,43.639,4,OPEN,True,89.2004,3,False
DE000102,T0004,S005,CHARGING,train,19,8,True,True,9156.3,13.168,9542.2,13.571,317.0,0.761,18381.5,25.978,1.073,1.143,29.64,0.0,18.0,47.64,2,OPEN,True,90.1977,4,False
DE000102,T0004,S013,CHARGING,train,19,8,True,True,11076.3,13.237,11160.3,15.669,317.0,0.761,21919.6,28.145,1.073,1.143,32.113,0.0,18.0,50.113,4,OPEN,True,99.5884,5,False
DE000102,T0004,S017,CHARGING,train,19,8,True,True,13322.9,15.922,14004.7,16.014,317.0,0.761,27010.6,31.176,1.073,1.143,35.389,0.0,18.0,53.389,6,OPEN,True,113.1038,6,False
DE000102,T0004,S008,CHARGING,train,19,8,True,True,14300.5,16.787,14629.2,17.402,317.0,0.761,28612.7,33.429,1.073,1.143,37.904,0.0,18.0,55.904,2,OPEN,True,120.7862,7,False
DE000102,T0004,S016,CHARGING,train,19,8,True,True,15831.8,17.581,16456.8,17.868,317.0,0.761,31971.6,34.688,1.073,1.143,39.288,0.0,18.0,57.288,4,OPEN,True,128.503,8,False
DE000105,T0005,S018,BATTERY_SWAP,train,6,6,True,True,4163.1,6.147,2992.3,4.29,6904.0,16.803,251.4,0.0,1.106,1.143,11.703,0.0,6.0,17.703,6,OPEN,True,16.1056,1,True
DE000105,T0005,S030,BATTERY_SWAP,train,6,6,True,True,6326.2,7.851,5513.4,6.752,6904.0,16.803,4935.6,0.0,1.106,1.143,16.401,0.0,6.0,22.401,7,OPEN,True,30.1726,2,False
DE000105,T0005,S010,BATTERY_SWAP,train,6,6,True,True,7450.9,9.148,6638.1,8.049,6904.0,16.803,7185.0,0.395,1.106,1.143,19.318,0.0,6.0,25.318,2,OPEN,True,39.0867,3,False
DE000105,T0005,S009,BATTERY_SWAP,train,6,6,True,True,8872.4,11.008,7724.8,10.113,6904.0,16.803,9693.2,4.318,1.106,1.143,23.734,0.0,6.0,29.734,3,OPEN,True,49.1497,4,False
DE000105,T0005,S010,CHARGING,train,6,6,True,True,7450.9,9.148,6638.1,8.049,6904.0,16.803,7185.0,0.395,1.106,1.143,19.318,0.0,18.0,37.318,4,OPEN,True,50.3867,5,False
DE000105,T0005,S015,BATTERY_SWAP,train,6,6,True,True,8546.5,11.953,8738.1,14.171,6904.0,16.803,10380.6,9.322,1.106,1.143,29.418,0.0,6.0,35.418,7,OPEN,True,56.4097,6,False
DE000109,T0005,S018,BATTERY_SWAP,train,6,6,True,True,4244.6,6.341,2992.3,4.29,5973.0,14.34,1263.9,0.0,1.001,1.143,11.251,0.0,6.0,17.251,6,OPEN,True,17.6789,1,True
DE000109,T0005,S030,BATTERY_SWAP,train,6,6,True,True,6407.7,8.045,5513.4,6.752,5973.0,14.34,5948.1,0.457,1.001,1.143,15.771,0.0,6.0,21.771,7,OPEN,True,31.6812,2,False
DE000109,T0005,S010,BATTERY_SWAP,train,6,6,True,True,7532.4,9.342,6638.1,8.049,5973.0,14.34,8197.5,3.05,1.001,1.143,18.551,0.0,6.0,24.551,2,OPEN,True,41.0088,3,False
DE000109,T0005,S009,BATTERY_SWAP,train,6,6,True,True,8953.8,11.074,7724.8,10.113,5973.0,14.34,10705.6,6.846,1.001,1.143,22.644,0.0,6.0,28.644,3,OPEN,True,50.7168,4,False
DE000109,T0005,S010,CHARGING,train,6,6,True,True,7532.4,9.342,6638.1,8.049,5973.0,14.34,8197.5,3.05,1.001,1.143,18.551,0.0,18.0,36.551,4,OPEN,True,52.3088,5,False
DE000109,T0005,S015,BATTERY_SWAP,train,6,6,True,True,8314.4,12.019,8738.1,14.171,5973.0,14.34,11079.5,11.85,1.001,1.143,28.229,0.0,6.0,34.229,7,OPEN,True,57.2505,6,False
DE000113,T0005,S018,BATTERY_SWAP,train,4,4,True,True,4113.6,5.862,2992.3,4.29,5061.0,11.857,2044.9,0.0,1.304,1.143,12.548,0.0,6.0,18.548,6,OPEN,True,20.538,1,True
DE000113,T0005,S030,BATTERY_SWAP,train,4,4,True,True,6276.8,7.566,5513.4,6.752,5061.0,11.857,6729.2,2.462,1.304,1.143,17.584,0.0,6.0,23.584,7,OPEN,True,35.5581,2,False
DE000113,T0005,S010,BATTERY_SWAP,train,4,4,True,True,7401.5,8.863,6638.1,8.049,5061.0,11.857,8978.6,5.055,1.304,1.143,20.758,0.0,6.0,26.758,2,OPEN,True,45.2786,3,False
DE000113,T0005,S010,CHARGING,train,4,4,True,True,7401.5,8.863,6638.1,8.049,5061.0,11.857,8978.6,5.055,1.304,1.143,20.758,0.0,18.0,38.758,4,OPEN,True,56.5786,4,False
DE000117,T0005,S018,BATTERY_SWAP,train,4,4,True,True,3970.1,5.693,2992.3,4.29,4205.0,10.287,2757.4,0.0,1.269,1.143,12.128,0.0,6.0,18.128,6,OPEN,True,21.5426,1,True
DE000117,T0005,S030,BATTERY_SWAP,train,4,4,True,True,6133.3,7.396,5513.4,6.752,4205.0,10.287,7441.7,3.862,1.269,1.143,17.104,0.0,6.0,23.104,7,OPEN,True,36.853,2,False
DE000117,T0005,S010,BATTERY_SWAP,train,4,4,True,True,7257.9,8.693,6638.1,8.049,4205.0,10.287,9691.0,6.456,1.269,1.143,20.232,0.0,6.0,26.232,2,OPEN,True,46.5279,3,False
DE000117,T0005,S010,CHARGING,train,4,4,True,True,7257.9,8.693,6638.1,8.049,4205.0,10.287,9691.0,6.456,1.269,1.143,20.232,0.0,18.0,38.232,4,OPEN,True,57.8279,4,False
DE000121,T0005,S018,BATTERY_SWAP,train,2,2,True,True,4075.7,5.972,2992.3,4.29,3321.0,8.118,3747.0,2.145,1.168,1.143,11.88,0.0,6.0,17.88,6,OPEN,True,23.8098,1,True
DE000121,T0005,S030,BATTERY_SWAP,train,2,2,True,True,6238.8,7.676,5513.4,6.752,3321.0,8.118,8431.2,6.31,1.168,1.143,16.684,0.0,6.0,22.684,6,OPEN,True,39.024,2,False
DE000125,T0005,S018,BATTERY_SWAP,train,2,2,True,True,3559.8,5.311,2992.3,4.29,2473.0,6.342,4079.1,3.259,1.315,1.143,11.888,0.0,6.0,17.888,6,OPEN,True,24.761,1,True
DE000125,T0005,S030,BATTERY_SWAP,train,2,2,True,True,5722.9,7.015,5513.4,6.752,2473.0,6.342,8763.3,7.425,1.315,1.143,16.943,0.0,6.0,22.943,6,OPEN,True,40.2256,2,False
DE000129,T0005,S018,BATTERY_SWAP,train,1,1,False,True,3266.5,4.811,2992.3,4.29,1650.0,4.096,4608.8,5.005,1.266,1.143,10.994,0.0,6.0,16.994,6,OPEN,True,25.3631,1,True
DE000133,T0005,S018,BATTERY_SWAP,train,1,1,False,True,3347.7,5.003,2992.3,4.29,621.0,1.52,5719.0,7.773,1.266,1.143,11.238,0.0,6.0,17.238,6,OPEN,True,28.519,1,True
DE000137,T0006,S024,BATTERY_SWAP,train,7,7,True,True,1054.8,1.817,1336.3,2.022,5356.0,11.987,0.0,0.0,1.167,1.143,4.432,0.0,6.0,10.432,4,OPEN,True,9.0324,1,True
DE000137,T0006,S003,BATTERY_SWAP,train,7,7,True,True,7266.3,9.266,7494.1,9.659,5356.0,11.987,9404.4,6.938,1.167,1.143,21.854,0.0,6.0,27.854,6,OPEN,True,46.2967,2,False
DE000137,T0006,S012,BATTERY_SWAP,train,7,7,True,True,7780.7,10.638,7965.7,10.395,5356.0,11.987,10390.4,9.046,1.167,1.143,24.296,0.0,6.0,30.296,4,OPEN,True,51.9384,3,False
DE000137,T0006,S009,BATTERY_SWAP,train,7,7,True,True,10058.5,11.736,10655.1,12.123,5356.0,11.987,15357.6,11.872,1.167,1.143,27.552,0.0,6.0,33.552,3,OPEN,True,66.1855,4,False
DE000137,T0006,S025,BATTERY_SWAP,train,7,7,True,True,10693.0,14.053,10054.4,13.693,5356.0,11.987,15391.4,15.759,1.167,1.143,32.051,0.0,6.0,38.051,3,OPEN,True,71.724,5,False
DE000137,T0006,S021,BATTERY_SWAP,train,7,7,True,True,11263.3,13.364,11118.6,13.421,5356.0,11.987,17025.9,14.798,1.167,1.143,30.936,0.0,6.0,36.936,4,OPEN,True,73.287,6,False
DE000137,T0006,S025,CHARGING,train,7,7,True,True,10693.0,14.053,10054.4,13.693,5356.0,11.987,15391.4,15.759,1.167,1.143,32.051,0.0,18.0,50.051,3,OPEN,True,83.724,7,False
DE000141,T0006,S024,BATTERY_SWAP,train,6,6,True,True,1140.3,1.988,1336.3,2.022,4639.0,10.268,0.0,0.0,1.034,1.143,4.368,0.0,6.0,10.368,4,OPEN,True,8.9675,1,True
DE000141,T0006,S003,BATTERY_SWAP,train,6,6,True,True,7351.9,9.437,7494.1,9.659,4639.0,10.268,10207.0,8.828,1.034,1.143,20.798,0.0,6.0,26.798,6,OPEN,True,47.319,2,False
DE000141,T0006,S012,BATTERY_SWAP,train,6,6,True,True,7866.2,10.809,7965.7,10.395,4639.0,10.268,11192.9,10.936,1.034,1.143,23.058,0.0,6.0,29.058,4,OPEN,True,52.7779,3,False
DE000141,T0006,S009,BATTERY_SWAP,train,6,6,True,True,10144.0,11.907,10655.1,12.123,4639.0,10.268,16160.1,13.762,1.034,1.143,26.168,0.0,6.0,32.168,3,OPEN,True,66.879,4,False
DE000141,T0006,S025,BATTERY_SWAP,train,6,6,True,True,10685.0,14.224,10054.4,13.693,4639.0,10.268,16100.4,17.65,1.034,1.143,30.359,0.0,6.0,36.359,3,OPEN,True,71.9223,5,False
DE000141,T0006,S025,CHARGING,train,6,6,True,True,10685.0,14.224,10054.4,13.693,4639.0,10.268,16100.4,17.65,1.034,1.143,30.359,0.0,18.0,48.359,3,OPEN,True,83.9223,6,False
DE000145,T0006,S003,BATTERY_SWAP,train,3,3,True,True,7329.7,9.144,7494.1,9.659,3939.0,8.745,10884.8,10.058,1.04,1.143,20.55,0.0,6.0,26.55,6,OPEN,True,48.7339,1,True
DE000145,T0006,S012,BATTERY_SWAP,train,3,3,True,True,7844.1,10.516,7965.7,10.395,3939.0,8.745,11870.8,12.166,1.04,1.143,22.818,0.0,6.0,28.818,4,OPEN,True,54.2012,2,False
DE000145,T0006,S009,BATTERY_SWAP,train,3,3,True,True,10121.9,11.614,10655.1,12.123,3939.0,8.745,16838.0,14.992,1.04,1.143,25.935,0.0,6.0,31.935,3,OPEN,True,68.3089,3,False
DE000149,T0006,S003,BATTERY_SWAP,train,2,2,True,True,7688.1,9.7,7494.1,9.659,3210.0,7.318,11972.2,12.041,1.065,1.143,21.371,0.0,6.0,27.371,6,OPEN,True,52.2256,1,True
DE000149,T0006,S012,BATTERY_SWAP,train,2,2,True,True,8202.4,11.073,7965.7,10.395,3210.0,7.318,12958.1,14.149,1.065,1.143,23.673,0.0,6.0,29.673,4,OPEN,True,57.727,2,False
DE000153,T0006,S003,BATTERY_SWAP,train,2,2,True,True,8032.3,10.197,7494.1,9.659,2499.0,5.662,13027.4,14.195,1.174,1.143,23.012,0.0,6.0,29.012,6,OPEN,True,56.5157,1,True
DE000153,T0006,S012,BATTERY_SWAP,train,2,2,True,True,8546.6,11.57,7965.7,10.395,2499.0,5.662,14013.3,16.303,1.174,1.143,25.464,0.0,6.0,31.464,4,OPEN,True,62.1668,2,False
DE000157,T0006,S003,BATTERY_SWAP,train,1,1,False,True,8026.7,10.189,7494.1,9.659,1878.0,4.38,13642.8,15.469,1.151,1.143,22.768,0.0,6.0,28.768,6,OPEN,True,57.8208,1,True
DE000161,T0006,S003,BATTERY_SWAP,train,1,1,False,True,7242.1,9.012,7494.1,9.659,1198.0,3.084,13538.2,15.587,1.266,1.143,22.45,0.0,6.0,28.45,6,OPEN,True,57.3229,1,True
DE000193,T0008,S002,CHARGING,train,20,8,True,True,5314.4,6.49,5641.5,6.753,6224.0,14.971,4731.9,0.0,1.326,1.143,16.324,0.0,18.0,34.324,3,OPEN,True,42.7381,1,True
DE000193,T0008,S004,CHARGING,train,20,8,True,True,6136.3,7.445,6342.5,7.628,6224.0,14.971,6254.8,0.102,1.326,1.143,18.591,0.0,18.0,36.591,4,OPEN,True,47.726,2,False
DE000193,T0008,S001,CHARGING,train,20,8,True,True,6448.3,9.45,7386.8,10.791,6224.0,14.971,7611.1,5.269,1.326,1.143,24.864,0.0,18.0,42.864,3,OPEN,True,58.3538,3,False
DE000193,T0008,S017,CHARGING,train,20,8,True,True,9368.1,11.619,9980.1,11.746,6224.0,14.971,13124.2,8.394,1.326,1.143,28.832,0.0,18.0,46.832,5,OPEN,True,73.4291,4,False
DE000193,T0008,S005,CHARGING,train,20,8,True,True,9997.0,13.851,9325.7,13.542,6224.0,14.971,13098.7,12.422,1.326,1.143,33.845,0.0,18.0,51.845,3,OPEN,True,80.098,5,False
DE000193,T0008,S008,CHARGING,train,20,8,True,True,10674.4,13.425,11237.4,13.476,6224.0,14.971,15687.8,11.93,1.326,1.143,33.205,0.0,18.0,51.205,2,OPEN,True,84.863,6,False
DE000193,T0008,S016,CHARGING,train,20,8,True,True,11877.0,13.63,12256.4,13.663,6224.0,14.971,17909.4,12.322,1.326,1.143,33.69,0.0,18.0,51.69,3,OPEN,True,89.5398,7,False
DE000193,T0008,S013,CHARGING,train,20,8,True,True,12097.9,13.762,12317.5,14.527,6224.0,14.971,18191.4,13.318,1.326,1.143,34.853,0.0,18.0,52.853,3,OPEN,True,91.5148,8,False
DE000196,T0008,S002,CHARGING,train,20,8,True,True,4971.5,5.783,5641.5,6.753,5427.0,13.068,5186.0,0.0,1.205,1.143,14.687,0.0,18.0,32.687,3,OPEN,True,42.0095,1,True
DE000196,T0008,S004,CHARGING,train,20,8,True,True,5793.4,6.738,6342.5,7.628,5427.0,13.068,6708.9,1.299,1.205,1.143,16.839,0.0,18.0,34.839,4,OPEN,True,47.181,2,False
